"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Gypsy134-LTR_DR:Gypsy:LTR",94.4242574790187,0.0531936332755133,0.385185620632505,0.138098699500166,0.890162413577856,0.968481424214534
"Gypsy135-I_DR:Gypsy:LTR",19.5166399882199,-0.0768056925989853,0.419128563495811,-0.183250914608097,0.854601146601363,0.955419583962273
"Gypsy135-LTR_DR:Gypsy:LTR",18.3093123992174,2.25436026899405e-05,0.358454460371708,6.2891120580738e-05,0.99994982014591,0.99994982014591
"Gypsy136-I_DR:Gypsy:LTR",5.86853210251962,-0.716673766380888,0.501160913285163,-1.43002725747907,0.152709196081378,0.399090527903394
"Gypsy136-LTR_DR:Gypsy:LTR",11.1468017457238,0.142004712750248,0.424088571444458,0.334846827554386,0.737740634235377,0.906800952064427
"Gypsy137-I_DR:Gypsy:LTR",42.7727272169719,0.1459424539032,0.473649086400119,0.3081235836691,0.757988296495302,0.913531619034131
"Gypsy137-LTR_DR:Gypsy:LTR",10.8858171532504,0.453483048662411,0.418300475357747,1.08410837514486,0.278316749871193,0.545292714291238
"Gypsy138-I_DR:Gypsy:LTR",209.021255965837,0.864442671566787,0.346892693401008,2.49195987119709,0.0127040389656369,0.115911218982356
"Gypsy138-LTR_DR:Gypsy:LTR",4.0836904620911,0.540974623080907,0.604622667367797,0.894730965737723,0.370930921317204,0.633205310127348
"Gypsy139-I_DR:Gypsy:LTR",25.8253250278336,-0.451217211880467,0.312029784806947,-1.44607096453833,0.148157298633262,0.388195092542965
"Gypsy139-LTR_DR:Gypsy:LTR",7.42344975920789,0.569615558594182,0.710139171015876,0.802118207025996,0.42248458396208,0.672526480592699
"Gypsy140-I_DR:Gypsy:LTR",30.5466580949332,0.269435695261267,0.458086447125388,0.588176526400304,0.556413811519427,0.782529271679195
"Gypsy140-LTR_DR:Gypsy:LTR",48.5245204859583,-0.0598065853154172,0.450929143596216,-0.13262967400699,0.894486263271211,0.968549041394023
"Gypsy141-I_DR:Gypsy:LTR",14.7642817209988,-0.189596429734497,0.425542125005004,-0.445540919673387,0.655928895260002,0.851545998794371
"Gypsy141-LTR_DR:Gypsy:LTR",0.904856327908054,0.428811765324726,1.17748829450703,0.364174970846953,0.715727355960768,0.895689819579974
"Gypsy142-I_DR:Gypsy:LTR",18.8608888496314,-0.673414351471661,0.431820504451148,-1.55947747855925,0.11888341096385,0.352478885138434
"Gypsy143-I_DR:Gypsy:LTR",16.1125977270667,-0.699103441141768,0.422829055298385,-1.65339498878198,0.0982505020812599,0.329887447385422
"Gypsy144-I_DR:Gypsy:LTR",6.65537619852643,-0.6379177581098,0.516520346446159,-1.23502929264819,0.216819602484432,0.488566837598253
"Gypsy144-LTR_DR:Gypsy:LTR",3.32902227414032,-0.33573648387231,0.669712786990476,-0.501314131063596,0.616150061684895,0.8209936432963
"Gypsy145-I_DR:Gypsy:LTR",24.054565985593,0.25685989531425,0.46668421952913,0.550393359289958,0.582049602464258,0.798704340863538
"Gypsy145-LTR_DR:Gypsy:LTR",6.2038731530513,-0.581046638909591,0.611389867915832,-0.950370082007283,0.341924240302507,0.604699907218807
"Gypsy146-I_DR:Gypsy:LTR",8.655845394506,-0.936751420049188,0.574223005236263,-1.63133732279459,0.102819162177766,0.333018455732754
"Gypsy146-LTR_DR:Gypsy:LTR",5.89019546917351,0.329737090179375,0.514482048374137,0.640910778561483,0.521580652524188,0.747059386090146
"Gypsy147-I_DR:Gypsy:LTR",114.997483319031,0.727834931680231,0.372306800823654,1.954933216557,0.0505909533341286,0.248563171968308
"Gypsy147-LTR_DR:Gypsy:LTR",21.7580419535842,-0.32295069588111,0.274294785156113,-1.17738547489084,0.239041684676387,0.50566498843177
"Gypsy148-I_DR:Gypsy:LTR",20.0926885186376,-0.716571011743496,0.396874689066381,-1.80553467249115,0.0709910549030012,0.290278404889788
"Gypsy148-LTR_DR:Gypsy:LTR",66.8226922424895,-0.532246967129777,0.294633489841304,-1.80647138048176,0.0708447406311877,0.290278404889788
"Gypsy149-I_DR:Gypsy:LTR",48.9504538418244,-0.499850169793332,0.355015287025851,-1.40796801732353,0.159140540605205,0.406614955891633
