piRNA,log2FoldChange,padj
piR-dre-67849,23.08297726,1.51E-10
piR-dre-53095,-7.735149931,8.33E-08
piR-dre-16228,-5.285608969,0.001868596
piR-dre-13644,-8.132311133,0.001868596
piR-dre-45849,-4.491865554,0.001868596
piR-dre-86156,-8.059350149,0.002447447
piR-dre-56742,-6.988609853,0.006739986
piR-dre-66200,-7.076457339,0.006739986
piR-dre-53387,-6.480602226,0.006739986
piR-dre-44071,-7.058103162,0.00695737
piR-dre-67577,-6.822634366,0.007894793
piR-dre-999019,-4.90137613,0.00972597
piR-dre-29896,-6.22020974,0.010025873
piR-dre-40998,-4.636185363,0.013738265
piR-dre-56443,-5.270270638,0.015279525
piR-dre-8095,-5.294753645,0.015279525
piR-dre-41775,-5.881490318,0.019339097
piR-dre-17861,-6.679858166,0.019674986
piR-dre-11151,-6.524103188,0.019674986
piR-dre-1520,-4.785779025,0.021339125
piR-dre-38376,-3.076285197,0.023145058
piR-dre-50014,-2.421377323,0.023472194
piR-dre-80927,-5.935231656,0.023472194
piR-dre-56406,-2.398771572,0.023725131
piR-dre-65121,-5.764140925,0.027029125
piR-dre-52366,-5.811099136,0.027029125
piR-dre-84569,-5.910507805,0.027029125
piR-dre-24259,-5.743185237,0.027029125
piR-dre-61937,-4.799715126,0.029408487
piR-dre-51920,-1.630222551,0.029861349
piR-dre-48632,-1.699121001,0.029861349
piR-dre-54013,-5.475004476,0.029861349
piR-dre-42473,-5.499569995,0.029861349
piR-dre-28553,5.513159343,0.029861349
piR-dre-56040,-3.099987233,0.031757356
piR-dre-76446,-5.653712088,0.031757356
piR-dre-13392,-1.249587843,0.031757356
piR-dre-40291,-5.121741603,0.032835403
piR-dre-47417,-3.502374586,0.032835403
piR-dre-39395,-5.201796081,0.032835403
piR-dre-13009,-5.488577268,0.03783799
piR-dre-38625,-3.983554265,0.03783799
piR-dre-25346,-6.582310742,0.039927228
piR-dre-10329,-5.741583101,0.039927228
piR-dre-4733,-5.044588138,0.039927228
piR-dre-40007,-5.62882489,0.039927228
piR-dre-15750,2.217000806,0.043884308
piR-dre-31249,-5.579051586,0.046950306
piR-dre-73985,-5.558760232,0.052097525
piR-dre-8805,-5.126879354,0.055070697
piR-dre-564425,-5.341988156,0.056874738
piR-dre-7667,-5.452241172,0.056874738
piR-dre-18837,-4.820785088,0.056874738
piR-dre-13538,-5.174724304,0.056874738
piR-dre-206260,2.57672017,0.057146384
piR-dre-61974,-5.305439637,0.058056757
piR-dre-5057,-5.356917263,0.058056757
piR-dre-53233,5.888762848,0.058056757
piR-dre-24068,-4.96702052,0.059749513
piR-dre-203267,-5.246364564,0.059749513
piR-dre-24551,-4.039680091,0.06357675
piR-dre-64348,-5.309780624,0.064302079
piR-dre-86639,-2.726740382,0.064302079
piR-dre-10749,-6.09150025,0.064302079
piR-dre-41578,-5.438657786,0.064302079
piR-dre-61511,-2.784648763,0.067048151
piR-dre-79133,3.287479853,0.072145027
piR-dre-10817,-3.448638998,0.072145027
piR-dre-189505,-5.084234636,0.072868506
piR-dre-24824,-4.137150562,0.072868506
piR-dre-50312,3.777002218,0.077478467
piR-dre-42752,-5.041443582,0.077478467
piR-dre-50457,-2.689635727,0.077480666
piR-dre-82992,4.798673958,0.077480666
piR-dre-709532,-3.979352065,0.077480666
piR-dre-75119,-5.046935306,0.077480666
piR-dre-11052,-5.167271792,0.077480666
piR-dre-32252,-4.709882177,0.077480666
piR-dre-335403,4.728872151,0.077480666
piR-dre-80443,5.175890898,0.078708823
piR-dre-22885,-2.636165858,0.081801098
piR-dre-11485,-4.01254156,0.081801098
piR-dre-7036,-5.219612826,0.083556165
piR-dre-35600,-2.645540981,0.088701464
piR-dre-9850,-4.786596492,0.088749843
piR-dre-57660,4.16247508,0.088749843
piR-dre-8467,4.77696226,0.090947133
piR-dre-45685,-1.549232402,0.090947133
piR-dre-76484,-4.798323889,0.09251249
piR-dre-48302,-2.595227457,0.09251249
piR-dre-62474,4.877732285,0.09251249
piR-dre-54548,-1.853711977,0.098860254
piR-dre-11829,-5.629218454,0.100795178
piR-dre-43120,-5.21257673,0.100795178
piR-dre-17137,-3.402067221,0.104505106
piR-dre-51160,-4.851760606,0.106638701
piR-dre-8875,-4.738092258,0.106638701
piR-dre-604780,-3.624853063,0.10834658
piR-dre-67198,-5.289741824,0.10834658
piR-dre-44413,-3.545587755,0.10834658
piR-dre-39852,-2.321583615,0.10834658
piR-dre-705310,4.727726887,0.10834658
piR-dre-3371,-4.698958751,0.108434098
piR-dre-20286,-3.04130889,0.108742642
piR-dre-58910,-4.624477505,0.115561695
piR-dre-49716,-1.326273621,0.115561695
piR-dre-39456,-4.767878246,0.115561695
piR-dre-1517,-3.993788343,0.116903018
piR-dre-26919,-4.584974251,0.116903018
piR-dre-60409,4.004541219,0.116903018
piR-dre-8031,-3.254355158,0.120818443
piR-dre-8921,-3.254355158,0.120818443
piR-dre-115002,3.860624505,0.120818443
piR-dre-83000,-3.244806844,0.121165161
piR-dre-1180257,4.028772429,0.121165161
piR-dre-639882,4.028772429,0.121165161
piR-dre-423962,4.592310518,0.121165161
piR-dre-57493,2.377299603,0.122056462
piR-dre-54776,-3.548204562,0.122056462
piR-dre-558218,-4.251058751,0.122056462
piR-dre-1529,1.411116118,0.122056462
piR-dre-1518,-3.953943889,0.122056462
piR-dre-37188,-1.320337607,0.122056462
piR-dre-3919,-5.249903862,0.131411507
piR-dre-39543,-3.302154204,0.13437085
piR-dre-36457,-4.700496161,0.13437085
piR-dre-43732,4.319791331,0.13697366
piR-dre-35601,-2.314937535,0.137428735
piR-dre-46841,-3.86337822,0.137966098
piR-dre-28616,-5.279204993,0.139176443
piR-dre-82053,-4.698462183,0.144349978
piR-dre-1519,-3.891986896,0.147066381
piR-dre-77478,-3.962915379,0.150800627
piR-dre-18594,-3.897371343,0.150800627
piR-dre-38517,-3.949884573,0.150800627
piR-dre-17820,-4.414608114,0.151872354
piR-dre-53043,1.350116835,0.154553418
piR-dre-85037,-4.096305063,0.154553418
piR-dre-61300,-4.638642379,0.156949289
piR-dre-113251,-3.078202333,0.156949289
piR-dre-46255,-4.426469356,0.16122658
piR-dre-81010,-1.714270393,0.161806664
piR-dre-39341,-4.569669201,0.162907372
piR-dre-63994,-4.409195297,0.163152765
piR-dre-64699,-2.049832881,0.170601574
piR-dre-49856,-3.868402794,0.175065913
piR-dre-14224,-4.512500185,0.1903234
piR-dre-46867,-1.741853467,0.1903234
piR-dre-79001,-1.882993881,0.193085604
piR-dre-20793,2.469950264,0.193085604
piR-dre-34639,-4.41794232,0.193085604
piR-dre-34640,-4.41794232,0.193085604
piR-dre-34811,1.358355747,0.193085604
piR-dre-39107,-7.881353992,0.193085604
piR-dre-43641,-4.500661696,0.195488871
piR-dre-11966,-3.911265041,0.203264388
piR-dre-40204,-3.114811622,0.203264388
piR-dre-34642,-4.365792127,0.208345321
piR-dre-9687,1.23575622,0.209389994
piR-dre-56042,-0.994716982,0.209474557
piR-dre-1330122,1.37464817,0.209540045
piR-dre-1309409,-3.179433322,0.212141413
piR-dre-71468,-4.420587119,0.2159273
piR-dre-1275899,-2.548166994,0.234905355
piR-dre-77579,-2.60826053,0.235676326
piR-dre-38351,-4.477960071,0.235676326
piR-dre-870171,-4.395545344,0.239673212
piR-dre-45204,2.063555299,0.241310335
piR-dre-28447,2.544267678,0.243361566
piR-dre-133193,-1.691928804,0.243655971
piR-dre-35840,-1.598067583,0.245024078
piR-dre-498264,-1.802097653,0.247233102
piR-dre-56136,-3.967730315,0.248491844
piR-dre-449631,3.398808636,0.248491844
piR-dre-71306,-2.683773165,0.257014256
piR-dre-65275,-3.567576562,0.25739634
piR-dre-78268,-3.020630427,0.258279187
piR-dre-133110,2.944647162,0.25941347
piR-dre-3527,2.326596461,0.25941347
piR-dre-8665,2.694766199,0.272839749
piR-dre-14097,-1.139366358,0.272839749
piR-dre-24063,-4.226193278,0.272839749
piR-dre-44764,-1.70097044,0.274958897
piR-dre-55464,5.23379646,0.274958897
piR-dre-76444,-3.415609457,0.276446806
piR-dre-47154,-1.515970178,0.280597349
piR-dre-53157,1.76570947,0.287640087
piR-dre-65901,-3.255041318,0.288137089
piR-dre-4893,-5.151425128,0.288137089
piR-dre-1002171,4.029061691,0.288137089
piR-dre-6678,2.40556966,0.289909268
piR-dre-24413,-4.116220479,0.289909268
piR-dre-20576,1.826200287,0.289909268
piR-dre-19608,-4.116220479,0.289909268
piR-dre-48105,-2.369556659,0.289909268
piR-dre-44566,2.493480271,0.289909268
piR-dre-47947,4.550591657,0.289909268
piR-dre-39202,-1.773067488,0.305213574
piR-dre-36728,3.48378556,0.308535593
piR-dre-65187,3.124312174,0.309711031
piR-dre-15511,-1.51663842,0.312012714
piR-dre-41459,-2.3365598,0.312012714
piR-dre-43741,-5.04297029,0.314886495
piR-dre-11506,3.136856428,0.314886495
piR-dre-59189,3.247277728,0.315250531
piR-dre-43685,-4.681835528,0.315250531
piR-dre-15935,2.69050998,0.319571664
piR-dre-51382,-5.001870768,0.323125573
piR-dre-69998,-5.131919202,0.323125573
piR-dre-40587,2.572289306,0.323125573
piR-dre-4645,-2.780246522,0.323125573
piR-dre-47099,2.268792437,0.326268717
piR-dre-59473,-2.276413131,0.327085858
piR-dre-807899,-3.434852693,0.327085858
piR-dre-85343,-3.873799499,0.331899242
piR-dre-80734,1.725854181,0.333333774
piR-dre-41882,-1.742329015,0.333571979
piR-dre-65553,-3.363829082,0.336021636
piR-dre-75130,4.997479043,0.336021636
piR-dre-76695,-1.480755837,0.345510066
piR-dre-1377,1.210315149,0.345510066
piR-dre-35602,-2.697230019,0.345510066
piR-dre-10708,-2.346270635,0.356833981
piR-dre-35164,-2.340422552,0.356833981
piR-dre-35165,-2.340422552,0.356833981
piR-dre-491400,-4.005653909,0.356833981
piR-dre-677877,-4.005653909,0.356833981
piR-dre-37823,1.919851779,0.364222185
piR-dre-57089,1.864485795,0.364242453
piR-dre-28202,-2.607838949,0.364242453
piR-dre-29657,-1.867540319,0.364242453
piR-dre-38942,-3.83198558,0.364242453
piR-dre-68704,2.174659614,0.365589947
piR-dre-82683,-1.75813348,0.38033419
piR-dre-12765,-3.068596757,0.384365668
piR-dre-79961,1.840079269,0.389855994
piR-dre-85266,-2.486799234,0.389855994
piR-dre-25804,-1.189393835,0.389931573
piR-dre-65078,-2.589383889,0.3913342
piR-dre-49176,-4.278034347,0.3913342
piR-dre-77139,-2.245266499,0.39653828
piR-dre-62473,-1.860017683,0.39667122
piR-dre-69946,-2.977556748,0.39667122
piR-dre-552763,3.909070793,0.39667122
piR-dre-49131,-1.550509891,0.400151179
piR-dre-26301,-0.902474995,0.402331497
piR-dre-1374,0.802266267,0.406300857
piR-dre-47411,-2.541327166,0.414287724
piR-dre-75958,4.51607588,0.417396051
piR-dre-51578,1.871056589,0.41751858
piR-dre-23508,-4.542474977,0.41751858
piR-dre-32923,-3.68727011,0.418752308
piR-dre-52268,-1.738543748,0.418994964
piR-dre-18974,-4.191203149,0.418994964
piR-dre-2984,-1.610472812,0.418994964
piR-dre-62664,-1.213362916,0.420204753
piR-dre-31534,1.552283076,0.420204753
piR-dre-26707,-1.125389544,0.422014504
piR-dre-63575,3.649685274,0.423999082
piR-dre-669105,1.674527381,0.426531966
piR-dre-22975,-2.369747167,0.427581399
piR-dre-48501,-4.663121247,0.427581399
piR-dre-27806,1.958390859,0.429738968
piR-dre-17546,-1.458186624,0.430531237
piR-dre-12445,2.516069882,0.430531237
piR-dre-48094,2.609844843,0.437774795
piR-dre-60105,-1.610055615,0.438692747
piR-dre-60244,-1.860306761,0.439456917
piR-dre-47313,3.335621847,0.439456917
piR-dre-133151,-1.651040918,0.441103048
piR-dre-55457,-1.381852083,0.441961329
piR-dre-4309,1.86134733,0.441961565
piR-dre-64691,-4.599245076,0.442742044
piR-dre-13916,-1.744583415,0.444246658
piR-dre-55668,-1.218187167,0.44613966
piR-dre-67935,4.571225037,0.452527997
piR-dre-34493,1.304429003,0.454049641
piR-dre-41938,2.382543679,0.46575683
piR-dre-1199901,2.150130166,0.46575683
piR-dre-61715,4.431498404,0.46575683
piR-dre-386645,-3.956942174,0.46798833
piR-dre-87009,2.204101853,0.474855063
piR-dre-82383,1.54481313,0.475879161
piR-dre-76414,-3.949677376,0.475879161
piR-dre-42006,2.391358384,0.475879161
piR-dre-80138,2.567554008,0.475879161
piR-dre-39861,-2.508324887,0.476021973
piR-dre-19272,-1.524919194,0.478167214
piR-dre-71095,2.403985788,0.478167214
piR-dre-64302,-1.697352898,0.482970774
piR-dre-6397,-2.273004046,0.487914777
piR-dre-65593,-0.92481023,0.487914777
piR-dre-27336,-1.018331856,0.487914777
piR-dre-30227,1.072969708,0.487914777
piR-dre-58041,-1.74004052,0.488326358
piR-dre-55693,-1.265302561,0.488326358
piR-dre-783775,2.512145825,0.488326358
piR-dre-85664,-3.56822879,0.488326358
piR-dre-67579,2.279442199,0.488326358
piR-dre-21612,-2.533039696,0.488326358
piR-dre-3931,-2.088105652,0.488326358
piR-dre-11091,2.608369342,0.491590149
piR-dre-56455,-4.19190454,0.493335631
piR-dre-59645,-4.594143437,0.495217932
piR-dre-13101,1.124558994,0.495217932
piR-dre-1308380,-1.877296687,0.495217932
piR-dre-48822,-4.882286687,0.495217932
piR-dre-55729,-2.045270919,0.495949205
piR-dre-77883,2.804656995,0.49680407
piR-dre-7801,-1.160848214,0.49680407
piR-dre-75710,2.624011571,0.49680407
piR-dre-74409,-1.390075621,0.49680407
piR-dre-50402,-4.92563649,0.49680407
piR-dre-60971,1.634822217,0.501312165
piR-dre-74902,1.000803276,0.502204467
piR-dre-732124,2.935205683,0.502204467
piR-dre-38799,-4.424490228,0.502204467
piR-dre-38491,1.504767496,0.502204467
piR-dre-616089,-2.656514777,0.502446975
piR-dre-7918,-2.34126237,0.502446975
piR-dre-38218,2.202322709,0.507833857
piR-dre-1376,0.962884264,0.509724963
piR-dre-58902,2.684090601,0.515587218
piR-dre-57555,-1.333796667,0.515587218
piR-dre-61332,-3.200995212,0.515587218
piR-dre-61442,-1.952278655,0.515587218
piR-dre-17073,-3.921842179,0.515587218
piR-dre-1262185,-2.30268927,0.515587218
piR-dre-1199982,-1.972880781,0.515587218
piR-dre-4038,-1.095888369,0.515587218
piR-dre-54369,-4.456527888,0.515587218
piR-dre-599340,4.55974854,0.515587218
piR-dre-64111,1.829107536,0.518575651
piR-dre-56935,-1.615414548,0.518844245
piR-dre-13685,-3.399406612,0.518844245
piR-dre-55028,-4.337543897,0.518844245
piR-dre-49223,-2.117861105,0.522781063
piR-dre-7917,2.262313556,0.522781063
piR-dre-66992,-1.289422015,0.522781063
piR-dre-47190,1.257761242,0.522781063
piR-dre-3307,1.276506329,0.522781063
piR-dre-36372,-4.439215954,0.522781063
piR-dre-70295,2.268845474,0.522781063
piR-dre-53597,-4.425607641,0.522781063
piR-dre-65923,-4.312885441,0.522781063
piR-dre-84033,-2.038208045,0.52457887
piR-dre-55217,0.932984593,0.526854386
piR-dre-24037,-0.797894991,0.526854386
piR-dre-45752,1.640551462,0.526854386
piR-dre-341484,-4.030824123,0.526854386
piR-dre-39090,-2.890651214,0.526854386
piR-dre-47706,3.123185017,0.526854386
piR-dre-39302,0.842819763,0.52715556
piR-dre-37510,-4.488392486,0.530019687
piR-dre-40981,-2.232663731,0.530114339
piR-dre-79752,-2.33376609,0.530823908
piR-dre-56465,-3.408607608,0.533284327
piR-dre-5458,1.120679774,0.533284327
piR-dre-671018,1.579118214,0.534510437
piR-dre-18767,-1.288358503,0.534510437
piR-dre-36267,1.263131914,0.534510437
piR-dre-17807,1.467945281,0.536699465
piR-dre-47524,-2.960913049,0.536699465
piR-dre-38755,0.945727964,0.536699465
piR-dre-51522,-2.304001166,0.538604811
piR-dre-74445,1.823524292,0.544836057
piR-dre-4433,1.622063705,0.549565321
piR-dre-570391,1.252446313,0.549971784
piR-dre-48686,1.470702842,0.551549154
piR-dre-133250,1.241340987,0.551549154
piR-dre-1223540,1.700043936,0.551549154
piR-dre-22905,-2.101725751,0.557314245
piR-dre-32888,1.730054062,0.557508915
piR-dre-52227,-2.073100721,0.562549808
piR-dre-17743,-3.018965868,0.566204048
piR-dre-1004244,1.961018682,0.566204048
piR-dre-2994,3.305090356,0.566204048
piR-dre-53792,-3.76894884,0.566204048
piR-dre-56977,-2.419727351,0.568186468
piR-dre-7065,-3.819450695,0.568186468
piR-dre-26141,1.355531618,0.568186468
piR-dre-30073,-2.091000273,0.568186468
piR-dre-33178,-3.645356712,0.568186468
piR-dre-554746,1.546128104,0.569913007
piR-dre-19397,1.089141531,0.569913007
piR-dre-18972,-3.084079365,0.570680719
piR-dre-678160,1.353802881,0.573961244
piR-dre-1309518,-1.941406659,0.573961244
piR-dre-52066,-1.566155397,0.578045214
piR-dre-25784,-4.037579115,0.578045214
piR-dre-34567,-1.61874159,0.588038948
piR-dre-8488,1.936337136,0.58912526
piR-dre-79329,-1.579656452,0.58912526
piR-dre-17872,1.80332291,0.58912526
piR-dre-21312,-0.989797692,0.58912526
piR-dre-2985,-1.839944037,0.58912526
piR-dre-36946,-1.255379167,0.58912526
piR-dre-80170,2.591918957,0.58912526
piR-dre-1118398,-1.925343878,0.58962558
piR-dre-50073,-3.746226595,0.592323034
piR-dre-87662,-3.755285878,0.592323034
piR-dre-1542,-0.906984551,0.592323034
piR-dre-1315642,-2.108613761,0.592323034
piR-dre-3458,-1.762370057,0.592323034
piR-dre-389395,1.85981062,0.592323034
piR-dre-60563,-1.88224933,0.601395951
piR-dre-87694,3.572475565,0.601395951
piR-dre-38565,-2.264810642,0.601395951
piR-dre-19094,1.492429886,0.606254749
piR-dre-10305,-1.850455516,0.606254749
piR-dre-57761,2.166291316,0.608192883
piR-dre-79633,1.674895918,0.608192883
piR-dre-38264,1.993159762,0.608672642
piR-dre-64631,2.146972715,0.610391933
piR-dre-49178,-1.059650615,0.610391933
piR-dre-492597,3.088780693,0.610391933
piR-dre-53293,-1.266660622,0.610391933
piR-dre-86762,1.569812331,0.610391933
piR-dre-25071,-1.807698908,0.610391933
piR-dre-22012,1.591814248,0.610391933
piR-dre-21804,-1.878373639,0.610391933
piR-dre-42355,1.628684851,0.610391933
piR-dre-37017,-1.309038755,0.61242301
piR-dre-6275,1.799214806,0.614090512
piR-dre-49257,2.812809491,0.614090512
piR-dre-74089,-0.992697071,0.614090512
piR-dre-13630,1.12498473,0.614090512
piR-dre-71846,-2.681905946,0.614678729
piR-dre-1018834,-3.253128066,0.614678729
piR-dre-29179,-2.423142476,0.616852673
piR-dre-56647,1.542221377,0.618757986
piR-dre-55917,-1.647666645,0.618757986
piR-dre-53011,-2.531344824,0.618757986
piR-dre-540793,2.511326766,0.618757986
piR-dre-87049,1.088450172,0.618757986
piR-dre-4459,2.539023779,0.618757986
piR-dre-53688,-2.237971566,0.629448647
piR-dre-1132299,-0.975519562,0.629448647
piR-dre-53514,0.688030307,0.634449656
piR-dre-35997,1.767219928,0.637919781
piR-dre-63552,1.296478494,0.642435373
piR-dre-72777,-1.913799381,0.642435373
piR-dre-13144,-1.219024183,0.642435373
piR-dre-11900,1.145263892,0.642435373
piR-dre-47249,1.182761803,0.642435373
piR-dre-43996,-2.928267503,0.644394613
piR-dre-29648,1.807058565,0.644394613
piR-dre-37235,-1.617550341,0.644394613
piR-dre-21163,1.16174241,0.646059655
piR-dre-62461,-0.943430123,0.648819971
piR-dre-5615,-2.762917039,0.648819971
piR-dre-55942,1.560510666,0.648819971
piR-dre-8195,-1.30329906,0.648819971
piR-dre-68880,-1.457938151,0.648819971
piR-dre-16537,1.560510666,0.648819971
piR-dre-41885,-1.374815719,0.648819971
piR-dre-34812,0.997086213,0.648819971
piR-dre-773374,3.989246688,0.648819971
piR-dre-540211,2.028696592,0.649657889
piR-dre-74366,2.624492233,0.650773058
piR-dre-28034,-1.362327048,0.650773058
piR-dre-21934,-3.607033211,0.650773058
piR-dre-481437,-2.086717902,0.650773058
piR-dre-6001,1.040772767,0.650871512
piR-dre-48674,-1.7499333,0.650871512
piR-dre-18323,-2.127322966,0.650871512
piR-dre-23648,-3.528561696,0.650871512
piR-dre-1101,-1.106459316,0.650871512
piR-dre-47404,-1.534831935,0.650871512
piR-dre-32612,-1.677744393,0.650871512
piR-dre-36556,-1.12615165,0.650871512
piR-dre-81617,-1.88878913,0.651626564
piR-dre-15210,-3.85231726,0.651626564
piR-dre-45603,-3.746683319,0.651626564
piR-dre-34814,-0.885734094,0.651626564
piR-dre-34815,-0.88056595,0.651626564
piR-dre-493587,1.940444058,0.651626564
piR-dre-18544,3.356972255,0.651626564
piR-dre-67620,3.160800338,0.651626564
piR-dre-452828,-2.366646998,0.652175263
piR-dre-35841,-1.721039177,0.652365299
piR-dre-86556,1.51828368,0.653599235
piR-dre-45688,0.71059417,0.656725019
piR-dre-56480,-0.837262508,0.662220425
piR-dre-4308,1.706752519,0.66860262
piR-dre-416001,1.778745988,0.66860262
piR-dre-77062,-1.320000063,0.669849872
piR-dre-1100,-1.495254285,0.67309699
piR-dre-47554,1.521656161,0.67309699
piR-dre-60668,3.466731313,0.67309699
piR-dre-75868,-1.42314556,0.673147337
piR-dre-16103,1.286674554,0.675779284
piR-dre-24409,1.298477702,0.67643005
piR-dre-11234,1.584141494,0.676613248
piR-dre-66903,-1.452491709,0.679148167
piR-dre-67342,-2.822013853,0.679148167
piR-dre-411515,-2.912834344,0.679148167
piR-dre-86115,1.402333316,0.679903807
piR-dre-55280,0.921399199,0.68040385
piR-dre-30709,-0.737427129,0.68040385
piR-dre-29366,1.695687223,0.68040385
piR-dre-1541,-0.801511075,0.68094346
piR-dre-64383,0.895347658,0.685999302
piR-dre-491548,-1.655131704,0.685999302
piR-dre-71200,-0.989499639,0.685999302
piR-dre-38406,1.800470148,0.685999302
piR-dre-865182,-1.438047887,0.693827989
piR-dre-12328,1.581305371,0.693827989
piR-dre-45604,-1.659893819,0.693827989
piR-dre-554173,1.606402735,0.694714296
piR-dre-77166,-1.192895928,0.694714296
piR-dre-426594,3.174813795,0.697725517
piR-dre-27012,1.224195284,0.699498369
piR-dre-43772,1.887644861,0.700878073
piR-dre-47650,-3.727914027,0.700878073
piR-dre-45977,1.493853678,0.700878073
piR-dre-48886,1.762058858,0.700878073
piR-dre-37336,2.464075305,0.702288425
piR-dre-27960,-2.756616692,0.704864165
piR-dre-74296,-1.526804563,0.706569633
piR-dre-10330,1.44751087,0.707599477
piR-dre-57297,-1.518297697,0.710896483
piR-dre-65276,1.751326437,0.713979802
piR-dre-74804,-3.426815982,0.713979802
piR-dre-728504,2.255280031,0.713979802
piR-dre-1375,0.8573634,0.713979802
piR-dre-19773,1.126767778,0.713979802
piR-dre-38607,-1.120399118,0.713979802
piR-dre-38332,-0.97304777,0.713979802
piR-dre-46984,1.884196408,0.713979802
piR-dre-902527,2.754794223,0.714514801
piR-dre-695674,-2.06085775,0.714919901
piR-dre-608164,1.115286129,0.715530111
piR-dre-53414,2.136269332,0.715530111
piR-dre-42273,0.853346634,0.715530111
piR-dre-34945,-1.38646122,0.717682068
piR-dre-78506,3.954156966,0.717682068
piR-dre-60639,-2.890608349,0.718749766
piR-dre-62741,2.324965035,0.719258928
piR-dre-49438,-0.845310876,0.719258928
piR-dre-70435,2.17047507,0.719258928
piR-dre-43057,-1.270854012,0.719258928
piR-dre-453932,-2.336213899,0.719258928
piR-dre-39672,-2.495737181,0.72233406
piR-dre-556492,0.991671407,0.725430934
piR-dre-70345,-1.869200657,0.725590272
piR-dre-56643,-0.71859719,0.730512603
piR-dre-52124,1.265353543,0.730512603
piR-dre-48638,-2.326862849,0.730512603
piR-dre-80787,1.988897474,0.730512603
piR-dre-1099,-1.412121761,0.730512603
piR-dre-29417,-1.684732434,0.730512603
piR-dre-46729,1.541702492,0.737658509
piR-dre-59097,-1.643254064,0.740281928
piR-dre-572971,1.651803413,0.740281928
piR-dre-57937,-1.693006758,0.740281928
piR-dre-66068,-1.070554219,0.740281928
piR-dre-65345,-1.305306782,0.740281928
piR-dre-62730,-1.350689234,0.740281928
piR-dre-19742,-1.722923785,0.740281928
piR-dre-41526,1.991079358,0.740281928
piR-dre-36557,1.833305626,0.740281928
piR-dre-310109,1.754780827,0.740281928
piR-dre-499041,1.400572812,0.741062169
piR-dre-47343,-0.782517648,0.741062169
piR-dre-55380,-2.635401633,0.743033735
piR-dre-41294,-1.467553158,0.746120549
piR-dre-59411,1.851887305,0.747474252
piR-dre-59261,-2.501820253,0.747474252
piR-dre-57681,1.931251072,0.747474252
piR-dre-54844,1.707966317,0.747474252
piR-dre-84066,1.401358369,0.747474252
piR-dre-8596,-0.990950812,0.747474252
piR-dre-859985,-1.313207085,0.747474252
piR-dre-70757,-1.355584741,0.747474252
piR-dre-76389,-1.370077996,0.747474252
piR-dre-18317,2.328405822,0.747474252
piR-dre-15275,1.109614153,0.747474252
piR-dre-20453,-1.235161462,0.747474252
piR-dre-221537,3.482898765,0.747474252
piR-dre-41707,-0.965318695,0.747474252
piR-dre-41592,1.38512787,0.747474252
piR-dre-45317,1.515836728,0.747474252
piR-dre-3519,-1.308262727,0.747474252
piR-dre-33497,2.813172241,0.747474252
piR-dre-36945,-0.959927385,0.747474252
piR-dre-3666,-3.527803848,0.747474252
piR-dre-40778,2.249220275,0.747474252
piR-dre-53863,-4.692221704,0.747474252
piR-dre-533079,2.67666728,0.747474252
piR-dre-3086,-2.763621457,0.751238124
piR-dre-63098,2.128449151,0.753913668
piR-dre-50477,-2.07256831,0.754111986
piR-dre-56889,1.482152469,0.754535717
piR-dre-5832,-1.074344623,0.754535717
piR-dre-50914,-1.088393568,0.754535717
piR-dre-55166,1.695449278,0.754535717
piR-dre-7910,1.387260171,0.754535717
piR-dre-78820,-0.959336232,0.754535717
piR-dre-997197,1.751097584,0.754535717
piR-dre-961486,0.887204799,0.754535717
piR-dre-883752,2.059917572,0.754535717
piR-dre-17555,-3.069647926,0.754535717
piR-dre-16613,0.721415575,0.754535717
piR-dre-40769,-5.781517186,0.754535717
piR-dre-41968,-1.020517438,0.754535717
piR-dre-42142,-1.28645754,0.754535717
piR-dre-48408,1.88340928,0.754535717
piR-dre-45888,-1.11447931,0.754535717
piR-dre-37865,0.662817892,0.754535717
piR-dre-37265,1.268629355,0.754535717
piR-dre-67559,1.891746317,0.754535717
piR-dre-63935,1.601539674,0.754535717
piR-dre-8832,3.377614438,0.754535717
piR-dre-1295652,3.461727709,0.754535717
piR-dre-83555,2.414728555,0.754535717
piR-dre-63740,0.972269995,0.754977459
piR-dre-1299291,1.50710267,0.754977459
piR-dre-75511,-1.044166337,0.756810416
piR-dre-74981,-1.31685259,0.756810416
piR-dre-71852,-1.261532478,0.756810416
piR-dre-1091552,1.839471821,0.756810416
piR-dre-1306812,-2.640380413,0.756810416
piR-dre-46932,0.860693165,0.756810416
piR-dre-38397,1.671401918,0.756810416
piR-dre-37338,3.005930338,0.756846361
piR-dre-79368,-1.828128938,0.757483089
piR-dre-63651,2.215852371,0.760909399
piR-dre-63486,0.846024715,0.761506847
piR-dre-521677,-2.021355115,0.761506847
piR-dre-50328,-2.457519957,0.761506847
piR-dre-71668,-1.991714823,0.761506847
piR-dre-25184,-1.120769411,0.761506847
piR-dre-74840,-2.127781825,0.76261838
piR-dre-2365,-0.734053049,0.76261838
piR-dre-42591,1.513642643,0.76261838
piR-dre-44011,-1.55182708,0.76261838
piR-dre-48175,-2.133341262,0.76261838
piR-dre-47793,2.259236372,0.76261838
piR-dre-38672,1.672195182,0.76261838
piR-dre-41998,-4.3652736,0.76261838
piR-dre-55184,-4.3652736,0.76261838
piR-dre-48334,-5.891005944,0.76261838
piR-dre-84873,2.722879117,0.766948908
piR-dre-777518,-1.429204642,0.766948908
