piRNA	log2FoldChange	padj
piR-dre-29633	1.148930528	0.567928353
piR-dre-3793	1.081053194	0.568317811
piR-dre-714067	-1.283929871	0.568849869
piR-dre-115014	-0.69924952	0.569422513
piR-dre-47485	1.03092716	0.569422513
piR-dre-66993	-0.81168584	0.569422513
piR-dre-1022191	1.338381828	0.569422513
piR-dre-40361	-1.436490171	0.569422513
piR-dre-47953	-1.057223459	0.569422513
piR-dre-133127	-1.455824827	0.569829353
piR-dre-37426	-0.674316906	0.569902263
piR-dre-10789	-0.764297574	0.569902263
piR-dre-16113	0.800469067	0.569902263
piR-dre-1130846	-1.559877089	0.569902263
piR-dre-33919	-1.793160115	0.569902263
piR-dre-1011623	-1.030413173	0.570519406
piR-dre-32945	0.580793244	0.570984358
piR-dre-53204	-0.798128654	0.571272478
piR-dre-36062	0.854468488	0.571315392
piR-dre-132930	0.990879216	0.571481975
piR-dre-9752	-1.077647156	0.571481975
piR-dre-419458	1.445916315	0.571481975
piR-dre-44534	1.801015026	0.571650698
piR-dre-4263	4.043780137	0.571650698
piR-dre-1014738	1.283966159	0.571650698
piR-dre-10645	-1.014468042	0.571650698
piR-dre-11526	0.990753401	0.571650698
piR-dre-1140882	1.044632619	0.571650698
piR-dre-7373	-0.769214321	0.571650698
piR-dre-667	1.058776089	0.571650698
piR-dre-874692	1.283966159	0.571650698
piR-dre-887480	2.008294905	0.571650698
piR-dre-86217	0.852439094	0.571650698
piR-dre-576599	1.008560017	0.571650698
piR-dre-1073019	1.54482697	0.571650698
piR-dre-53878	-1.603032278	0.571650698
piR-dre-76358	1.271266938	0.571887553
piR-dre-11298	-0.777802669	0.573065411
piR-dre-9356	1.165312635	0.573065411
piR-dre-7455	-1.015295963	0.573065411
piR-dre-56973	-2.523679414	0.573065411
piR-dre-706899	-1.549624004	0.573065411
piR-dre-38709	1.464479647	0.573077213
piR-dre-576861	-1.012498448	0.574315682
piR-dre-68699	-1.560332756	0.574820927
piR-dre-38367	-0.708317518	0.574853973
piR-dre-38755	-0.638437269	0.574853973
piR-dre-10569	-0.835051083	0.574853973
piR-dre-15314	-0.616956742	0.574853973
piR-dre-18125	-0.769224105	0.574853973
piR-dre-668	1.059970544	0.574853973
piR-dre-812	0.755002556	0.574853973
piR-dre-9095	-1.224213052	0.574853973
piR-dre-83235	-0.985244214	0.574853973
piR-dre-38351	-2.17938747	0.574853973
piR-dre-37162	-2.145083919	0.574853973
piR-dre-37105	-1.602733745	0.574853973
piR-dre-16712	-1.200386435	0.574853973
piR-dre-1231529	-1.108721669	0.575020862
piR-dre-782111	-1.108721669	0.575020862
piR-dre-541932	-1.108721669	0.575020862
piR-dre-14479	-1.219576282	0.575020862
piR-dre-51031	-0.746406122	0.576426865
piR-dre-17054	-1.02628562	0.57657767
piR-dre-1299291	-1.186560454	0.576857608
piR-dre-634	0.513953598	0.577034275
piR-dre-7801	1.078500704	0.577034275
piR-dre-1844	-0.890820446	0.577299666
piR-dre-83401	-1.677697896	0.57801572
piR-dre-356106	0.974422435	0.57871367
piR-dre-1123911	1.298657259	0.57871367
piR-dre-588071	-0.892266722	0.57871367
piR-dre-47038	-1.335229506	0.57871367
piR-dre-10898	-0.569308964	0.578804664
piR-dre-11089	-0.957271126	0.578804664
piR-dre-15977	1.21588359	0.578804664
piR-dre-52160	-1.184940579	0.578804664
piR-dre-29170	1.469059109	0.580274601
piR-dre-10220	-0.9300619	0.580274601
piR-dre-678685	0.989747416	0.580274601
piR-dre-12133	-1.765907722	0.580274601
piR-dre-496082	-1.13288438	0.580274601
piR-dre-57593	-1.365986737	0.580889279
piR-dre-36665	-1.471029827	0.582043519
piR-dre-44090	-1.116991973	0.583115137
piR-dre-56919	-0.962492743	0.584547495
piR-dre-51387	-1.508947403	0.585377203
piR-dre-71414	-1.298139183	0.586644047
piR-dre-38306	1.058927477	0.587305947
piR-dre-203044	0.795983279	0.587429812
piR-dre-443539	0.818470943	0.587903874
piR-dre-435796	1.236659169	0.587903874
piR-dre-23947	2.058364426	0.587903874
piR-dre-22774	1.175595044	0.587903874
piR-dre-14223	1.110399064	0.587903874
piR-dre-51746	-0.985954469	0.587903874
piR-dre-20556	-1.121227742	0.587903874
piR-dre-1229	1.097111677	0.587903874
piR-dre-56798	-1.453256785	0.587903874
piR-dre-71147	0.994471307	0.588671031
piR-dre-44612	-0.943891287	0.588694905
piR-dre-1320050	-0.982858504	0.589422464
piR-dre-732440	1.352095172	0.589422464
piR-dre-49546	1.252320028	0.589422464
piR-dre-59885	-1.186701665	0.589422464
piR-dre-53581	-0.874240709	0.589422464
piR-dre-569157	-0.671252491	0.589816043
piR-dre-730734	-0.879212394	0.589991622
piR-dre-86116	1.293783431	0.589991622
piR-dre-7914	1.31973261	0.589991622
piR-dre-1266884	-1.053273149	0.589991622
piR-dre-14611	-1.300540019	0.589991622
piR-dre-37616	-1.027653444	0.589991622
piR-dre-1899	-1.080358655	0.591041696
piR-dre-37407	-1.175438789	0.591041696
piR-dre-6166	0.966058745	0.591098932
piR-dre-548038	-1.188733892	0.591205654
piR-dre-36607	-1.002002257	0.591389637
piR-dre-1119382	1.145210121	0.591910966
piR-dre-22965	-1.733330218	0.591910966
piR-dre-14238	0.603163269	0.591910966
piR-dre-872730	-1.361183226	0.591910966
piR-dre-813	0.765962597	0.591910966
piR-dre-484255	0.958653452	0.591910966
piR-dre-30795	-0.895218572	0.592316746
piR-dre-4645	-1.053468784	0.592316746
piR-dre-457566	1.96031145	0.592316746
piR-dre-42334	1.085710377	0.592316746
piR-dre-16011	-1.119893648	0.592316746
piR-dre-70438	1.416380874	0.592316746
piR-dre-858928	1.034661613	0.592316746
piR-dre-52217	1.345653978	0.592316746
piR-dre-675574	-0.856500864	0.592586651
piR-dre-25024	1.164344322	0.592680291
piR-dre-68077	1.008321176	0.592680291
piR-dre-3458	-0.672860981	0.593148214
piR-dre-30199	-1.137296296	0.593148214
piR-dre-44541	1.48965851	0.593148214
piR-dre-444267	0.778484451	0.593148214
piR-dre-1410	0.903665627	0.593148214
piR-dre-63540	1.03653554	0.593148214
piR-dre-7782	1.393474668	0.593148214
piR-dre-52944	-0.96064376	0.593148214
piR-dre-541320	1.035410988	0.593148214
piR-dre-48440	1.018681712	0.593148214
piR-dre-563931	0.956094834	0.593148214
piR-dre-30895	-1.972944161	0.593148214
piR-dre-9885	1.605991968	0.593148214
piR-dre-555717	-1.70572801	0.593148214
piR-dre-495895	-1.599919146	0.593148214
piR-dre-521625	-1.221817261	0.593148214
piR-dre-51549	1.34693119	0.593148214
piR-dre-86590	-1.141439278	0.593148214
piR-dre-25387	1.036964976	0.593797073
piR-dre-86874	0.89927117	0.593797073
piR-dre-34579	0.656910505	0.594127395
piR-dre-37222	0.758799023	0.594127395
piR-dre-27367	1.20053475	0.594127395
piR-dre-10222	-0.853903945	0.594127395
piR-dre-13116	0.848245167	0.594127395
piR-dre-1192056	0.918638932	0.594127395
piR-dre-1257899	0.863596754	0.594127395
piR-dre-1177305	-0.868619455	0.594127395
piR-dre-2360	4.114700114	0.594127395
piR-dre-24820	-0.751728227	0.594127395
piR-dre-16073	0.891108866	0.594127395
piR-dre-711532	0.904940424	0.594127395
piR-dre-6425	-0.780430194	0.594127395
piR-dre-67887	2.548129746	0.594127395
piR-dre-999019	1.378808727	0.594127395
piR-dre-8555	1.028326373	0.594127395
piR-dre-51614	1.09524403	0.594127395
piR-dre-49478	1.523817405	0.594127395
piR-dre-513704	-0.996955058	0.594127395
piR-dre-61088	-0.944411385	0.594127395
piR-dre-573784	-0.667844595	0.594127395
piR-dre-28616	-1.991648263	0.594127395
piR-dre-80927	-1.913273982	0.594127395
piR-dre-37810	-0.913753223	0.594127395
piR-dre-54166	-1.16107423	0.594127395
piR-dre-608815	-1.236671451	0.594127395
piR-dre-117561	-2.252023938	0.594127395
piR-dre-25840	1.141858098	0.594808498
piR-dre-26542	1.01258263	0.594808498
piR-dre-44988	1.108158338	0.594808498
piR-dre-43194	0.875183809	0.594808498
piR-dre-42061	-1.080877102	0.594808498
piR-dre-41408	-1.135619891	0.594808498
piR-dre-1029992	1.39040619	0.594808498
piR-dre-10600	1.086731374	0.594808498
piR-dre-130851	-1.021833563	0.594808498
piR-dre-1002944	1.226672807	0.594808498
piR-dre-1184679	-0.90241806	0.594808498
piR-dre-111217	-0.602991264	0.594808498
piR-dre-116019	-1.57784014	0.594808498
piR-dre-1140107	1.226672807	0.594808498
piR-dre-21437	-1.001757177	0.594808498
piR-dre-23534	0.691651372	0.594808498
piR-dre-24922	1.435177963	0.594808498
piR-dre-22622	-0.753052074	0.594808498
piR-dre-17917	-0.737788794	0.594808498
piR-dre-18375	-1.333979642	0.594808498
piR-dre-731782	-0.811048352	0.594808498
piR-dre-65197	-0.96113368	0.594808498
piR-dre-669	1.04643223	0.594808498
piR-dre-9069	0.824236151	0.594808498
piR-dre-8418	1.556503696	0.594808498
piR-dre-81065	1.143428139	0.594808498
piR-dre-8186	-0.656858523	0.594808498
piR-dre-525358	1.072407255	0.594808498
piR-dre-51920	0.800684081	0.594808498
piR-dre-548907	1.156873508	0.594808498
piR-dre-491262	-0.668160577	0.594808498
piR-dre-60424	0.668839911	0.594808498
piR-dre-62855	-1.052492693	0.594808498
piR-dre-14319	-1.40454226	0.594808498
piR-dre-1519	-2.485372825	0.594808498
piR-dre-991730	0.994887414	0.594808498
piR-dre-63248	-1.054976764	0.594808498
piR-dre-70428	-1.149908292	0.594808498
piR-dre-45894	-1.013933365	0.594808498
piR-dre-53870	-0.944168476	0.594808498
piR-dre-51770	-1.018262739	0.594808498
piR-dre-16195	-1.265749986	0.594808498
piR-dre-32544	-1.153907591	0.595093249
piR-dre-40472	-0.833668614	0.595093249
piR-dre-42749	1.324870475	0.595093249
piR-dre-2116	0.991500026	0.595093249
piR-dre-21679	0.606333087	0.595093249
piR-dre-17963	0.992179334	0.595093249
piR-dre-52530	0.873409875	0.595093249
piR-dre-543269	-1.576256337	0.595093249
piR-dre-310227	0.959537844	0.59538444
piR-dre-7717	-1.12574687	0.59538444
piR-dre-27012	0.651774111	0.595569717
piR-dre-35299	0.947589797	0.595862437
piR-dre-35300	0.947589797	0.595862437
piR-dre-44973	-0.507231285	0.595862437
piR-dre-1200491	-0.972764973	0.595862437
piR-dre-23737	0.636090008	0.595862437
piR-dre-21501	1.493623628	0.595862437
piR-dre-63291	-0.856220748	0.595862437
piR-dre-63451	1.15726226	0.595862437
piR-dre-862	-0.702331427	0.595862437
piR-dre-83762	1.208808951	0.595862437
piR-dre-30511	-0.773637609	0.597499683
piR-dre-52976	-1.20187503	0.597532983
piR-dre-35684	0.885403193	0.5980352
piR-dre-29915	-0.689761078	0.5980352
piR-dre-46750	-0.662879692	0.5980352
piR-dre-39711	-0.845747495	0.5980352
piR-dre-53838	-0.946996257	0.5980352
piR-dre-552856	-0.759779074	0.5980352
piR-dre-197185	-1.366345203	0.5980352
piR-dre-1207	0.876566282	0.598219964
piR-dre-31245	4.049445634	0.598690899
piR-dre-45960	1.512855236	0.598690899
piR-dre-76122	-1.433234224	0.598690899
piR-dre-34712	-2.22655328	0.598690899
piR-dre-12428	-0.671745641	0.598897634
piR-dre-38607	1.129645575	0.599001219
piR-dre-577005	0.624692175	0.599866169
piR-dre-1187560	1.237285698	0.600177983
piR-dre-1925	0.96813741	0.600672624
piR-dre-34711	-2.220795192	0.600672624
piR-dre-34710	-2.220795192	0.600672624
piR-dre-23508	-1.957702429	0.600799825
piR-dre-14939	1.450741421	0.601098288
piR-dre-13485	1.015976953	0.601098288
piR-dre-51185	-0.865681768	0.601098288
piR-dre-5730	-0.746800199	0.601098288
piR-dre-1325	-2.216857997	0.601098288
piR-dre-37104	0.834580484	0.60116949
piR-dre-1542	-0.608452433	0.60116949
piR-dre-1374	0.798961753	0.60116949
piR-dre-732823	-1.156420138	0.60116949
piR-dre-983510	0.941546412	0.60116949
piR-dre-615769	-1.156420138	0.60116949
piR-dre-2763	-1.674771776	0.601581098
piR-dre-23171	-0.837469152	0.602965074
piR-dre-47222	-0.824362258	0.604742644
piR-dre-898618	-1.23799345	0.604742644
piR-dre-40224	0.791596813	0.605034889
piR-dre-62874	-0.925081957	0.606555888
piR-dre-1180364	-0.838202367	0.607701324
piR-dre-37408	-1.360365349	0.607701324
piR-dre-559845	-0.767552142	0.607799043
piR-dre-12544	-1.380910341	0.607799043
piR-dre-25973	0.885298667	0.60930374
piR-dre-11427	-0.629050861	0.609858092
piR-dre-491939	-1.017367356	0.610084107
piR-dre-61534	1.24698717	0.610243785
piR-dre-57973	-1.14883107	0.610293164
piR-dre-19878	-0.691590777	0.610906072
piR-dre-803110	-2.084185841	0.610906072
piR-dre-42156	-0.972366174	0.611618536
piR-dre-1943	-0.974244819	0.611618536
piR-dre-18044	-0.711571072	0.611618536
piR-dre-607296	-0.819619569	0.611618536
piR-dre-53048	-1.700399747	0.611618536
piR-dre-13304	-0.858592907	0.612149479
piR-dre-8772	-0.847576216	0.612149479
piR-dre-39914	1.418356264	0.612149479
piR-dre-71848	-1.072102269	0.612481548
piR-dre-323708	0.67854578	0.612579678
piR-dre-1694	0.806388997	0.613166527
piR-dre-973200	1.432060127	0.613256413
piR-dre-56643	0.847464845	0.61471562
piR-dre-12776	-1.079115307	0.61471562
piR-dre-40675	-1.070143404	0.61471562
piR-dre-3828	0.835805872	0.615153671
piR-dre-26224	1.063491693	0.615153671
piR-dre-26707	1.241256337	0.615153671
piR-dre-43033	-0.888322194	0.615153671
piR-dre-1025323	-0.590217238	0.615153671
piR-dre-712400	1.464790246	0.615153671
piR-dre-655964	1.184014159	0.615153671
piR-dre-64692	2.27675704	0.615153671
piR-dre-68221	1.087923597	0.615153671
piR-dre-951344	-0.945246898	0.615153671
piR-dre-81494	0.774975977	0.615153671
piR-dre-52618	0.830045809	0.615153671
piR-dre-513230	-0.577478246	0.615153671
piR-dre-5577	0.734962355	0.615153671
piR-dre-56336	4.00812138	0.615153671
piR-dre-565700	0.773520276	0.615153671
piR-dre-56709	0.720430188	0.615153671
piR-dre-8998	-1.302686704	0.615153671
piR-dre-74005	-1.911931775	0.615153671
piR-dre-70229	1.048167896	0.615153671
piR-dre-780687	-1.363736079	0.615153671
piR-dre-27881	-3.692155545	0.615153671
piR-dre-7804	1.072265284	0.61574405
piR-dre-25223	1.540758376	0.61817447
piR-dre-4601	-0.889637299	0.61817447
piR-dre-168969	-1.000087722	0.61817447
piR-dre-54741	1.073353852	0.618661389
piR-dre-557759	-0.980255359	0.618685306
piR-dre-393458	-0.925716653	0.618795488
piR-dre-189154	0.911880151	0.618795488
piR-dre-18207	1.223879314	0.618795488
piR-dre-816	0.693055348	0.618795488
piR-dre-545615	-1.065497898	0.618795488
piR-dre-51470	-0.770019335	0.618795488
piR-dre-592419	-0.970250892	0.618795488
piR-dre-6237	-0.650696732	0.618795488
piR-dre-55600	1.799557972	0.618795488
piR-dre-208413	-0.945800391	0.618795488
piR-dre-768568	-1.661771611	0.618795488
piR-dre-56737	-1.178413889	0.618795488
piR-dre-578464	-2.086871287	0.618795488
piR-dre-9921	0.952210033	0.619210162
piR-dre-35231	-0.632445234	0.62006493
piR-dre-13951	-1.117361103	0.62006493
piR-dre-71791	2.467330385	0.62006493
piR-dre-25432	1.231547524	0.620747849
piR-dre-43484	0.720912487	0.620747849
piR-dre-35232	-0.629792934	0.621705629
piR-dre-44242	3.855722799	0.621705629
piR-dre-439044	-1.031992981	0.621705629
piR-dre-39657	0.841804843	0.621705629
piR-dre-65379	3.852301259	0.62246631
piR-dre-58207	3.962675117	0.62246631
piR-dre-498270	-0.763402965	0.622607583
piR-dre-21159	-0.97593931	0.622607583
piR-dre-863	-0.664255153	0.62273275
piR-dre-27336	0.629920508	0.623016605
piR-dre-39445	-1.070357049	0.623016605
piR-dre-103621	-0.788982576	0.623016605
piR-dre-20232	0.696594153	0.623016605
piR-dre-21336	0.945967076	0.623016605
piR-dre-24253	1.931734927	0.623016605
piR-dre-17614	0.862973874	0.623016605
piR-dre-511697	0.814750233	0.623016605
piR-dre-59275	1.340483236	0.623016605
piR-dre-562442	0.604538969	0.623016605
piR-dre-43648	-0.921654859	0.623016605
piR-dre-554986	-1.041674223	0.623016605
piR-dre-81796	-1.331469534	0.623016605
piR-dre-74661	1.057185742	0.623275494
piR-dre-1103698	1.115984233	0.624085612
piR-dre-8665	-1.170845406	0.624085612
piR-dre-61050	2.705119807	0.624085612
piR-dre-1141497	-1.035004713	0.624085612
piR-dre-22609	0.956628057	0.625564324
piR-dre-3106	-0.846005588	0.625564324
piR-dre-14743	-1.782423461	0.625564324
piR-dre-21385	-2.099025541	0.625564324
piR-dre-16053	1.375757288	0.626000991
piR-dre-36581	-0.977138708	0.626264826
piR-dre-1318752	-0.940036466	0.62686762
piR-dre-15638	-1.675994529	0.62686762
piR-dre-19147	0.738539105	0.626892949
piR-dre-55796	1.228378461	0.626892949
piR-dre-1518	-2.365285778	0.626892949
piR-dre-705019	-0.930408375	0.626892949
piR-dre-41100	0.921390114	0.626960465
piR-dre-68656	0.907122476	0.626960465
piR-dre-543540	-0.759528967	0.626960465
piR-dre-56113	0.737353196	0.626960465
piR-dre-45903	-0.961994287	0.626960465
piR-dre-43871	1.701388495	0.626960465
piR-dre-28603	-0.637286767	0.626986187
piR-dre-3894	0.823111468	0.626986187
piR-dre-38957	1.127320889	0.626986187
piR-dre-1203954	-0.692785633	0.626986187
piR-dre-12262	-0.889800972	0.626986187
piR-dre-11191	-0.890906866	0.626986187
piR-dre-2117	0.926744878	0.626986187
piR-dre-72269	0.857576134	0.626986187
piR-dre-886219	-0.749252162	0.626986187
piR-dre-522075	0.585782021	0.626986187
piR-dre-516292	1.086224145	0.626986187
piR-dre-54772	0.887728727	0.626986187
piR-dre-555416	1.208576984	0.626986187
piR-dre-44062	-1.65239433	0.626986187
piR-dre-38031	0.855643505	0.627534995
piR-dre-19213	-0.739600425	0.627853487
piR-dre-2842	-0.809232643	0.627891155
piR-dre-26364	3.402416233	0.627891155
piR-dre-6677	0.991509381	0.627891155
piR-dre-851418	0.787072419	0.627891155
piR-dre-49280	1.029718242	0.627891155
piR-dre-12673	1.51788315	0.627891155
piR-dre-44764	0.848074343	0.628464735
piR-dre-38802	-0.841992586	0.628464735
piR-dre-1196081	1.207795459	0.628464735
piR-dre-7707	0.669199703	0.628464735
piR-dre-15935	-1.043961162	0.628464735
piR-dre-48822	1.647026656	0.628832115
piR-dre-1517	-2.343919644	0.6291761
piR-dre-35387	0.866457361	0.629887011
piR-dre-50909	-0.526023873	0.629887011
piR-dre-20214	1.025104156	0.63011819
piR-dre-9371	-0.679009275	0.63011819
piR-dre-7251	3.151888798	0.630482828
piR-dre-1277866	-1.020816467	0.630482828
piR-dre-46619	-1.285277543	0.630736263
piR-dre-569156	1.039681203	0.630736263
piR-dre-30279	0.556567476	0.631928819
piR-dre-1200724	1.246060874	0.632150091
piR-dre-49637	-0.579201072	0.632241433
piR-dre-957715	1.167943565	0.632977002
piR-dre-284020	0.812847821	0.63371129
piR-dre-15489	0.799243237	0.635404334
piR-dre-5165	0.78336521	0.635761493
piR-dre-192607	1.038899543	0.635841393
piR-dre-9705	1.007685421	0.635841393
piR-dre-498294	0.971826924	0.635841393
piR-dre-45541	-1.304561876	0.635841393
piR-dre-1205718	-1.100120113	0.636329644
piR-dre-69544	-0.989415084	0.636778577
piR-dre-35301	0.915386464	0.637334872
piR-dre-42342	0.964079608	0.637431585
piR-dre-1286966	0.966985845	0.63772595
piR-dre-16420	-1.288521135	0.63772595
piR-dre-659460	1.11131974	0.63816908
piR-dre-29896	-2.126531095	0.63816908
piR-dre-3174	-0.792067457	0.638395935
piR-dre-862269	-0.679029348	0.638395935
piR-dre-25819	-1.243107573	0.638910616
piR-dre-43618	1.225481283	0.638910616
piR-dre-15917	1.55995336	0.638910616
piR-dre-72379	1.110764675	0.638910616
piR-dre-75135	-1.06412782	0.638910616
piR-dre-62883	1.120826293	0.638910616
piR-dre-2140	-1.533767178	0.638910616
piR-dre-66271	-0.887573569	0.638910616
piR-dre-540199	-0.732050674	0.639052955
piR-dre-607921	-0.732050674	0.639052955
piR-dre-6857	-0.443142972	0.639235698
piR-dre-57765	-0.881971215	0.639840339
piR-dre-998675	-1.557602606	0.639851312
piR-dre-84294	1.472150445	0.639851312
piR-dre-3792	-1.068285005	0.640334363
piR-dre-23595	-0.597753233	0.640363761
piR-dre-13384	-0.627199935	0.640613719
piR-dre-52064	0.74425188	0.640613719
piR-dre-1001754	-1.444903959	0.641390508
piR-dre-10429	0.698038993	0.642050959
piR-dre-1278540	-1.213182668	0.642050959
piR-dre-68063	-0.703720722	0.642525505
piR-dre-37735	0.836306966	0.642574155
piR-dre-31936	-0.826561129	0.642574155
piR-dre-30020	-0.957176317	0.643597731
piR-dre-40443	-0.781722663	0.643597731
piR-dre-188014	1.029827606	0.643597731
piR-dre-74801	-1.191450896	0.643597731
piR-dre-720675	-1.016298825	0.643597731
piR-dre-56921	-0.900210283	0.644662473
piR-dre-21433	0.826043955	0.64540698
piR-dre-504856	1.110406023	0.64540698
piR-dre-672468	1.466819563	0.645854263
piR-dre-28552	0.800138901	0.645945421
piR-dre-443552	-0.669340048	0.64615547
piR-dre-39082	-0.908662149	0.646226466
piR-dre-1136610	-0.674973939	0.646226466
piR-dre-895080	-0.674973939	0.646226466
piR-dre-83663	1.083885012	0.646226466
piR-dre-83318	0.719427977	0.646226466
piR-dre-57119	1.028151441	0.646226466
piR-dre-25169	-0.914905317	0.646226466
piR-dre-52954	-1.293407053	0.646226466
piR-dre-573418	0.809121414	0.647889953
piR-dre-2647	0.88239616	0.648930047
piR-dre-455418	-0.575389997	0.648930047
piR-dre-40084	0.866454248	0.648930047
piR-dre-23960	1.19388586	0.648930047
piR-dre-22659	-0.76581647	0.648930047
piR-dre-15002	1.273658353	0.648930047
piR-dre-54254	1.911349631	0.648930047
piR-dre-50914	1.679762346	0.648930047
piR-dre-44221	0.749286394	0.650075696
piR-dre-498833	0.556434914	0.650399336
piR-dre-553436	-1.898031938	0.650399336
piR-dre-3763	0.900539753	0.650879637
piR-dre-670	0.94872259	0.650879637
piR-dre-49645	-0.775722072	0.650879637
piR-dre-61170	-1.149255224	0.651470133
piR-dre-53549	-0.990905421	0.651470133
piR-dre-36034	0.471749352	0.651963583
piR-dre-189838	0.935619509	0.651963583
piR-dre-5353	1.010692398	0.651963583
piR-dre-59656	1.522242464	0.651963583
piR-dre-58754	1.067198492	0.651963583
piR-dre-63001	0.735434569	0.651963583
piR-dre-782313	-1.064313249	0.651963583
piR-dre-46045	-0.945847009	0.651963583
piR-dre-27613	-3.634633407	0.651963583
piR-dre-20652	-0.655613538	0.652150386
piR-dre-39321	0.683802235	0.652434554
piR-dre-1321737	-0.558101287	0.653247668
piR-dre-199338	-0.787430965	0.654308188
piR-dre-36555	-0.793737873	0.654934542
piR-dre-57156	-0.586767843	0.654934542
piR-dre-5114	-1.126755058	0.654934542
piR-dre-510466	-0.749928033	0.655080558
piR-dre-50212	0.52074453	0.655480748
piR-dre-3342	0.682562638	0.656767866
piR-dre-18694	-0.700909613	0.656767866
piR-dre-1386	1.088354096	0.656767866
piR-dre-17189	-0.898061462	0.656767866
piR-dre-15021	-0.855054011	0.656767866
piR-dre-509136	-1.078911758	0.656767866
piR-dre-80920	-1.724468481	0.656767866
piR-dre-85354	-1.094671869	0.656767866
piR-dre-15666	-1.307339469	0.656879029
piR-dre-11208	-0.819243532	0.656909937
piR-dre-23645	1.747490866	0.656909937
piR-dre-54411	1.682806684	0.656909937
piR-dre-77114	1.425654281	0.656909937
piR-dre-72571	-0.912426275	0.656909937
piR-dre-32274	1.013888661	0.656987173
piR-dre-37013	-1.570674024	0.656987173
piR-dre-1323278	-1.128835558	0.6572332
piR-dre-33469	-0.91050747	0.657260313
piR-dre-22138	0.734814597	0.657428271
piR-dre-50070	1.453828666	0.657428543
piR-dre-36941	1.101088322	0.659468512
piR-dre-1022046	0.990617915	0.659468512
piR-dre-18778	1.055543311	0.659468512
piR-dre-195762	0.824496975	0.659468512
piR-dre-23816	0.953827326	0.659468512
piR-dre-2188	-0.594376472	0.659468512
piR-dre-13402	0.917060674	0.659468512
piR-dre-746145	-0.659296227	0.659468512
piR-dre-660703	-1.076021206	0.659468512
piR-dre-63759	1.06399489	0.659468512
piR-dre-67680	0.856549725	0.659468512
piR-dre-66684	-0.869852058	0.659468512
piR-dre-609991	-0.927326393	0.659468512
piR-dre-198147	1.306099215	0.65965328
piR-dre-16314	-1.514538142	0.65965328
piR-dre-56768	1.299422038	0.65965328
piR-dre-11366	1.149850084	0.661197698
piR-dre-415993	-0.873075841	0.661976339
piR-dre-38397	-0.738047947	0.662365895
piR-dre-503257	0.647715481	0.662365895
piR-dre-68028	1.224299003	0.662365895
piR-dre-80702	1.908786903	0.662365895
piR-dre-46337	0.994587817	0.662365895
piR-dre-543552	-1.186474753	0.662365895
piR-dre-516034	-0.864396133	0.662365895
piR-dre-18558	-1.708372499	0.662365895
piR-dre-9484	0.727621317	0.662617289
piR-dre-46296	-0.717986448	0.662649531
piR-dre-34506	-1.068870311	0.66387777
piR-dre-48202	-0.992930757	0.664782981
piR-dre-35685	0.769505238	0.665057949
piR-dre-49451	-0.762375394	0.665057949
piR-dre-62577	-1.884327325	0.665057949
piR-dre-37221	-0.563200704	0.665316234
piR-dre-36956	-0.701588299	0.665316234
piR-dre-36496	0.863363376	0.665316234
piR-dre-36497	0.863363376	0.665316234
piR-dre-3173	-0.869439856	0.665316234
piR-dre-31294	0.754749823	0.665316234
piR-dre-46867	1.016716109	0.665316234
piR-dre-1124672	-1.18559168	0.665316234
piR-dre-1113576	-0.603609965	0.665316234
piR-dre-13514	-0.849337597	0.665316234
piR-dre-69588	-0.578301317	0.665316234
piR-dre-6924	-1.053509255	0.665316234
piR-dre-809944	-0.778978131	0.665316234
piR-dre-520731	-0.707043206	0.665316234
piR-dre-492130	-0.814723102	0.665316234
piR-dre-59022	-0.836811766	0.665316234
piR-dre-574055	-0.789351101	0.665316234
piR-dre-902527	-1.008821848	0.665316234
piR-dre-62287	-0.882982279	0.665316234
piR-dre-615061	-1.168473127	0.665316234
piR-dre-46558	-0.818506998	0.665316234
piR-dre-40569	0.909150134	0.665316234
piR-dre-526818	-1.003525399	0.665316234
piR-dre-870685	-1.219031076	0.665316234
piR-dre-864	-0.64915791	0.665322342
piR-dre-78824	-1.068915031	0.665322342
piR-dre-20438	-1.111086266	0.665322342
piR-dre-76073	-1.160026843	0.666182346
piR-dre-38626	-0.944371227	0.666372851
piR-dre-38501	0.564281383	0.666372851
piR-dre-10494	-0.629305103	0.666372851
piR-dre-1397	-0.547000893	0.666372851
piR-dre-69411	-1.703708483	0.666372851
piR-dre-40007	-1.406547405	0.666372851
piR-dre-26052	0.879457511	0.666824549
piR-dre-51583	0.807556217	0.66684955
piR-dre-26114	1.165223191	0.667601897
piR-dre-32696	1.165223191	0.667601897
piR-dre-81350	2.001774322	0.66771009
piR-dre-501628	0.747605208	0.667961826
piR-dre-1308453	-0.843133809	0.668223192
piR-dre-547528	0.898238132	0.66833321
piR-dre-49428	0.819084803	0.668762551
piR-dre-34387	0.73055006	0.669304344
piR-dre-33369	-0.937354668	0.669304344
piR-dre-1117889	0.795343628	0.669304344
piR-dre-32834	1.057970856	0.669308709
piR-dre-25146	1.075347044	0.669308709
piR-dre-4303	-1.048698864	0.669308709
piR-dre-35893	-1.475842598	0.669839928
piR-dre-63477	0.557027663	0.670314874
piR-dre-1315907	0.940160898	0.670646428
piR-dre-37089	0.556816925	0.671215294
piR-dre-34636	0.787291974	0.671523953
piR-dre-61899	1.391837724	0.671523953
piR-dre-57125	0.678653249	0.671711029
