piRNA	log2FoldChange	padj
piR-dre-26198	-0.687080729	0.77764169
piR-dre-2385	0.570835636	0.77764169
piR-dre-594623	0.665768386	0.77764169
piR-dre-59124	-0.432747909	0.77764169
piR-dre-567866	-0.864507672	0.77764169
piR-dre-30832	0.890003497	0.777718296
piR-dre-1207281	0.574971314	0.777718296
piR-dre-1272	0.635805478	0.777718296
piR-dre-71311	0.634934826	0.777718296
piR-dre-84684	-0.584724717	0.777718296
piR-dre-575617	-0.657032174	0.777718296
piR-dre-57324	-1.478023535	0.777718296
piR-dre-352669	0.633873251	0.777986959
piR-dre-3521	-0.528306005	0.777986959
piR-dre-36219	-0.481802655	0.777986959
piR-dre-36192	0.525090446	0.777986959
piR-dre-2784	0.486852273	0.777986959
piR-dre-28922	0.618439981	0.777986959
piR-dre-30359	0.460282882	0.777986959
piR-dre-29964	-0.428224737	0.777986959
piR-dre-44566	-0.74499053	0.777986959
piR-dre-43711	0.546893308	0.777986959
piR-dre-435977	-0.7501453	0.777986959
piR-dre-39742	0.525693837	0.777986959
piR-dre-3931	0.82068811	0.777986959
piR-dre-42656	0.513074306	0.777986959
piR-dre-10345	0.767142563	0.777986959
piR-dre-1092663	0.613200646	0.777986959
piR-dre-10080	0.645392939	0.777986959
piR-dre-1323548	0.710375162	0.777986959
piR-dre-115499	0.583623898	0.777986959
piR-dre-21141	-1.243011852	0.777986959
piR-dre-19098	-0.858039089	0.777986959
piR-dre-18814	-0.652837133	0.777986959
piR-dre-187959	0.534540823	0.777986959
piR-dre-23638	-0.64875229	0.777986959
piR-dre-22228	0.54070474	0.777986959
piR-dre-15980	-0.731606645	0.777986959
piR-dre-18454	-0.515982265	0.777986959
piR-dre-16453	0.425215422	0.777986959
piR-dre-72411	0.893184742	0.777986959
piR-dre-675241	0.568533183	0.777986959
piR-dre-67364	-0.81819172	0.777986959
piR-dre-9059	-0.5517015	0.777986959
piR-dre-9594	-0.518299648	0.777986959
piR-dre-78610	-1.136718592	0.777986959
piR-dre-532487	0.599018968	0.777986959
piR-dre-53311	-0.707571983	0.777986959
piR-dre-52920	0.412519719	0.777986959
piR-dre-51832	-0.573235857	0.777986959
piR-dre-548297	0.648140618	0.777986959
piR-dre-4753	-0.578143268	0.777986959
piR-dre-500299	0.550024986	0.777986959
piR-dre-50131	-0.509343444	0.777986959
piR-dre-60027	-0.452445645	0.777986959
piR-dre-58530	-0.960907134	0.777986959
piR-dre-561626	0.417848371	0.777986959
piR-dre-555330	0.494745359	0.777986959
piR-dre-57247	-0.459247335	0.777986959
piR-dre-27892	-1.386105765	0.777986959
piR-dre-26953	-1.013597642	0.777986959
piR-dre-24567	-0.902290145	0.777986959
piR-dre-19189	-0.702536658	0.777986959
piR-dre-14344	-0.539469795	0.777986959
piR-dre-63398	0.944447409	0.777986959
piR-dre-83002	-0.806772734	0.777986959
piR-dre-37014	-1.09714763	0.777986959
piR-dre-5302	-1.142833554	0.777986959
piR-dre-55671	-0.619620238	0.777986959
piR-dre-49732	-0.786988845	0.777986959
piR-dre-47524	-0.614877009	0.777986959
piR-dre-47819	-0.627890897	0.777986959
piR-dre-48393	-1.289307058	0.777986959
piR-dre-46771	-0.610506176	0.777986959
piR-dre-70703	-0.871305232	0.777986959
piR-dre-1206797	-1.017438077	0.777986959
piR-dre-133061	1.475043377	0.777986959
piR-dre-889078	-1.801323011	0.777986959
piR-dre-7336	-1.300850138	0.777986959
piR-dre-1274766	-1.108149631	0.777986959
piR-dre-34638	0.385096575	0.7780988
piR-dre-36193	0.604706849	0.7780988
piR-dre-3937	0.462615714	0.7780988
piR-dre-40899	0.710868897	0.7780988
piR-dre-41199	-0.497491357	0.7780988
piR-dre-1709	0.745339228	0.7780988
piR-dre-60277	0.771510483	0.7780988
piR-dre-10941	-1.349880332	0.7780988
piR-dre-15121	-0.585899095	0.7780988
piR-dre-64206	0.771726568	0.7780988
piR-dre-6877	0.70417971	0.778291883
piR-dre-44459	0.505613776	0.779428806
piR-dre-12374	1.145008433	0.779428806
piR-dre-15446	0.515575935	0.779428806
piR-dre-73519	1.101534247	0.779428806
piR-dre-979	2.521913203	0.779428806
piR-dre-54026	-0.527325337	0.779428806
piR-dre-59424	0.657040735	0.779428806
piR-dre-61597	-0.487499991	0.779428806
piR-dre-460132	-0.710599218	0.779428806
piR-dre-37265	-0.705950821	0.779428806
piR-dre-52465	-0.748346455	0.779428806
piR-dre-4992	-1.311725351	0.779428806
piR-dre-38636	-0.492823541	0.779518568
piR-dre-41882	0.618341645	0.779518568
piR-dre-9111	0.766120522	0.779518568
piR-dre-980	2.514049382	0.779541638
piR-dre-48663	-0.894849547	0.779541638
piR-dre-57743	-0.373370921	0.779541638
piR-dre-27960	-1.929821953	0.779541638
piR-dre-33847	-0.848155484	0.779663623
piR-dre-542755	0.416452065	0.780051019
piR-dre-1005181	-0.924819734	0.780051019
piR-dre-983934	0.679127566	0.780051019
piR-dre-41755	-0.741144056	0.780385408
piR-dre-981	2.506142251	0.780960324
piR-dre-9294	0.534673088	0.781348847
piR-dre-1307957	0.673109909	0.782587727
piR-dre-20453	-1.130773676	0.782829731
piR-dre-50200	0.526928105	0.782829731
piR-dre-43936	-0.571042355	0.783730235
piR-dre-15256	-0.578359683	0.783730235
piR-dre-70059	-0.565226786	0.783730235
piR-dre-47438	-0.577966891	0.784814284
piR-dre-554173	-0.408856561	0.784893776
piR-dre-9663	-0.63162505	0.784893776
piR-dre-40393	0.618001478	0.784905008
piR-dre-41673	0.619801001	0.784905008
piR-dre-1134956	-0.789494899	0.784905008
piR-dre-24736	-0.564390925	0.784905008
piR-dre-24969	0.493875528	0.784905008
piR-dre-1416	-0.726714783	0.784905008
piR-dre-17954	0.502616806	0.784905008
piR-dre-77786	-0.466199373	0.784905008
piR-dre-51711	0.790919454	0.784905008
piR-dre-54210	0.782713668	0.784905008
piR-dre-59483	0.57334069	0.784905008
piR-dre-712403	0.951739378	0.784905008
piR-dre-24545	-1.368437626	0.784905008
piR-dre-11434	-0.44431938	0.784945242
piR-dre-2678	0.651397489	0.785105142
piR-dre-1096363	-0.522920323	0.785105142
piR-dre-1545	0.448328213	0.785105142
piR-dre-67906	0.595636128	0.785105142
piR-dre-667855	0.914181115	0.785105142
piR-dre-34472	2.47379136	0.785256243
piR-dre-37324	-0.675793448	0.785256243
piR-dre-463929	-0.538966101	0.785256243
piR-dre-866033	-0.61254984	0.78566611
piR-dre-51939	-2.481155827	0.785697737
piR-dre-40896	-0.498013629	0.785717603
piR-dre-815	0.409156764	0.785866017
piR-dre-35705	-0.512984635	0.785957773
piR-dre-400188	-0.602343073	0.785957773
piR-dre-24850	-0.424507344	0.786288076
piR-dre-12254	-0.771848396	0.786566252
piR-dre-28277	-0.818977209	0.786786469
piR-dre-42350	-0.524132494	0.786786469
piR-dre-550177	0.515026415	0.786786469
piR-dre-700	-0.740450328	0.786786469
piR-dre-44820	-0.76010765	0.786786469
piR-dre-81335	-0.707658883	0.786786469
piR-dre-22759	0.717865369	0.786843727
piR-dre-498228	-0.523801025	0.786843727
piR-dre-1229537	-0.699415895	0.786843727
piR-dre-515099	0.651801865	0.78685807
piR-dre-573396	0.425167952	0.786898828
piR-dre-2066	-1.083778775	0.787071441
piR-dre-19426	-0.290403234	0.787150144
piR-dre-76267	-0.77882216	0.787150144
piR-dre-39364	-0.783323528	0.787427188
piR-dre-22764	0.510797345	0.787427188
piR-dre-69811	-0.659005937	0.787427188
piR-dre-65108	-1.025757858	0.787427188
piR-dre-66894	0.756350338	0.787427188
piR-dre-577015	-0.526272661	0.787427188
piR-dre-721767	1.030580053	0.787427188
piR-dre-37425	-0.384583966	0.787451377
piR-dre-42597	0.534551497	0.787451377
piR-dre-15646	0.853644458	0.787451377
piR-dre-14159	0.513829308	0.787451377
piR-dre-64977	-0.394194797	0.787451377
piR-dre-6878	0.699881955	0.787451377
piR-dre-49697	0.387962579	0.787451377
piR-dre-68321	-0.689354654	0.787451377
piR-dre-48459	1.321783417	0.787451377
piR-dre-515931	0.633327692	0.787619953
piR-dre-554010	0.633327692	0.787619953
piR-dre-29049	0.365321972	0.787816745
piR-dre-19397	-0.660516991	0.787816745
piR-dre-15311	-0.754942745	0.787816745
piR-dre-1379	0.586313494	0.787816745
piR-dre-17568	0.548617204	0.787816745
piR-dre-63464	-0.570651988	0.787816745
piR-dre-902799	0.378275105	0.787816745
piR-dre-7999	-0.419111166	0.787816745
piR-dre-521730	-0.510309142	0.787816745
piR-dre-53938	-0.680849715	0.787816745
piR-dre-56040	-0.653099701	0.787816745
piR-dre-611900	-0.772613062	0.787816745
piR-dre-42792	-0.712487873	0.787816745
piR-dre-1140133	-1.702416898	0.787816745
piR-dre-902910	-0.684240826	0.787933181
piR-dre-5787	1.298287072	0.787933181
piR-dre-44091	0.350808133	0.788304243
piR-dre-558838	0.86077844	0.788337497
piR-dre-1139103	-0.995594922	0.788351597
piR-dre-63977	0.746821115	0.78858801
piR-dre-43868	0.489510068	0.78877602
piR-dre-14095	0.55189436	0.78877602
piR-dre-67350	0.959729473	0.78877602
piR-dre-509886	0.756907627	0.78877602
piR-dre-58142	0.489510068	0.78877602
piR-dre-54982	0.489510068	0.78877602
piR-dre-56722	-0.580188868	0.78877602
piR-dre-1166	-1.273910472	0.78877602
piR-dre-711640	-0.792787415	0.78877602
piR-dre-45809	-0.453310419	0.789013877
piR-dre-7112	-0.284274708	0.789013877
piR-dre-501142	-1.309797095	0.789013877
piR-dre-8595	-0.473507034	0.78905922
piR-dre-44151	0.611744697	0.789324586
piR-dre-39900	0.609509717	0.789324586
piR-dre-59070	-0.487630788	0.789358787
piR-dre-1205850	0.891078858	0.789506162
piR-dre-495267	0.891078858	0.789506162
piR-dre-14909	0.530455133	0.790470724
piR-dre-15797	0.698598645	0.791457976
piR-dre-42084	0.654627586	0.791528494
piR-dre-521690	0.681624786	0.791549362
piR-dre-557474	-0.690815761	0.791549362
piR-dre-38143	0.551261139	0.792369739
piR-dre-32199	0.823298357	0.792369739
piR-dre-385025	0.906540351	0.792369739
piR-dre-1119804	-0.753661122	0.792369739
piR-dre-17629	-0.28133358	0.792369739
piR-dre-54633	-0.432601481	0.792369739
piR-dre-50571	-0.677089087	0.792369739
piR-dre-56073	0.685023538	0.792369739
piR-dre-571268	0.450264031	0.792369739
piR-dre-38655	-0.663049119	0.792369739
piR-dre-5068	-0.58780367	0.792369739
piR-dre-42719	-0.4827223	0.793131726
piR-dre-22024	0.535181122	0.793131726
piR-dre-79576	0.554436419	0.793131726
piR-dre-50370	-0.71657685	0.793131726
piR-dre-773710	-0.754630283	0.793179767
piR-dre-25360	0.538233283	0.793181836
piR-dre-52161	-1.11614958	0.793262496
piR-dre-1286648	0.631774843	0.793361479
piR-dre-16856	-1.084515202	0.793361479
piR-dre-588	0.419675064	0.793361479
piR-dre-81945	0.645609136	0.793361479
piR-dre-35135	0.59272883	0.793718455
piR-dre-10926	-1.117570132	0.793718455
piR-dre-2030	0.59272883	0.793718455
piR-dre-23713	-1.084434499	0.793718455
piR-dre-23596	0.609143369	0.793718455
piR-dre-17455	0.811451268	0.793718455
piR-dre-7102	-1.117570132	0.793718455
piR-dre-901724	-0.492808162	0.793718455
piR-dre-525357	-0.581204423	0.793718455
piR-dre-58522	-0.544347928	0.793718455
piR-dre-570331	0.591737056	0.793718455
piR-dre-65553	-1.242383982	0.793718455
piR-dre-4178	-0.583109338	0.793718455
piR-dre-41550	-1.199055748	0.793718455
piR-dre-49648	-0.47011618	0.79394038
piR-dre-10658	0.785176041	0.794414206
piR-dre-17272	0.356518622	0.794414206
piR-dre-10422	-0.684923824	0.794414206
piR-dre-4182	-0.684923824	0.794414206
piR-dre-77185	0.794703937	0.79449385
piR-dre-35785	0.613747683	0.794973219
piR-dre-30698	-0.533610086	0.794973219
piR-dre-461910	-0.442971352	0.794973219
piR-dre-4121	-1.112637221	0.794973219
piR-dre-20902	-0.552011032	0.794973219
piR-dre-704799	-0.552119767	0.794973219
piR-dre-731597	-0.666162161	0.794973219
piR-dre-671	0.612049508	0.794973219
piR-dre-943	-0.671519729	0.794973219
piR-dre-22592	-0.801333859	0.794973219
piR-dre-64313	-0.917933741	0.794973219
piR-dre-38722	-0.730548015	0.794973219
piR-dre-96328	-1.238232642	0.795083396
piR-dre-318525	0.542325789	0.795695258
piR-dre-30018	0.440978447	0.795695258
piR-dre-4041	-1.380867558	0.795695258
piR-dre-1021911	-0.433129532	0.795695258
piR-dre-1099	-0.577734056	0.795695258
piR-dre-65249	-0.569511194	0.795695258
piR-dre-802062	0.447152189	0.795695258
piR-dre-53249	-0.405987319	0.795695258
piR-dre-51890	-0.638103502	0.795695258
piR-dre-34655	0.635660676	0.796620388
piR-dre-15322	-0.566100663	0.796620388
piR-dre-7270	0.562778773	0.796620388
piR-dre-75543	0.623896795	0.796620388
piR-dre-5057	-1.347880557	0.796620388
piR-dre-34958	0.409298729	0.796812756
piR-dre-46484	0.49490708	0.796812756
piR-dre-39578	0.284389655	0.796812756
piR-dre-474641	0.602886238	0.796812756
piR-dre-12615	-1.070812452	0.796812756
piR-dre-20083	-0.492798218	0.796812756
piR-dre-18839	-0.388947692	0.796812756
piR-dre-19461	-0.631775192	0.796812756
piR-dre-72018	-0.437420159	0.796812756
piR-dre-63606	0.534709475	0.796812756
piR-dre-67234	-0.601954853	0.796812756
piR-dre-951492	0.875907014	0.796812756
piR-dre-79761	0.681750125	0.796812756
piR-dre-5356	-0.640628993	0.796812756
piR-dre-539451	0.53653736	0.796812756
piR-dre-57424	0.310992061	0.796812756
piR-dre-574348	-0.455129876	0.796812756
piR-dre-21607	1.115812898	0.796812756
piR-dre-25784	-1.281841279	0.796812756
piR-dre-16290	-0.567803999	0.796812756
piR-dre-169201	-0.571475304	0.796812756
piR-dre-9367	0.834090689	0.796812756
piR-dre-44741	-0.793308704	0.796812756
piR-dre-46117	-0.782266381	0.796812756
piR-dre-41711	-0.64544163	0.796812756
piR-dre-517468	-0.64544163	0.796812756
piR-dre-568830	-0.670294956	0.796812756
piR-dre-39741	-0.863895966	0.796812756
piR-dre-66063	-2.257322576	0.796812756
piR-dre-1105563	-0.67716452	0.796812756
piR-dre-39561	-0.624859703	0.797232615
piR-dre-55917	-0.54121665	0.797232615
piR-dre-35653	-0.378634865	0.798042135
piR-dre-16337	0.837236177	0.798099741
piR-dre-420851	0.5936132	0.798099741
piR-dre-416264	-0.587964426	0.798140487
piR-dre-34473	2.322403605	0.798298969
piR-dre-24590	-0.677507702	0.798747979
piR-dre-29991	1.083430927	0.79970044
piR-dre-551050	0.823512827	0.79970044
piR-dre-43174	0.538242616	0.799757051
piR-dre-133110	-0.556764592	0.799757051
piR-dre-52268	-0.786833526	0.799757051
piR-dre-69684	-1.121565083	0.799757051
piR-dre-82490	-0.545358476	0.799757051
piR-dre-27161	0.501880445	0.799837274
piR-dre-45800	-0.907033895	0.799837274
piR-dre-39271	-0.616560271	0.799837274
piR-dre-13472	-0.431917208	0.799837274
piR-dre-69766	0.449938484	0.799837274
piR-dre-73227	-0.55102403	0.799837274
piR-dre-738284	-0.657623079	0.799837274
piR-dre-67820	0.47681586	0.799837274
piR-dre-47856	-0.805171699	0.799837274
piR-dre-51006	-0.750130441	0.799837274
piR-dre-56164	0.440676936	0.799837274
piR-dre-57099	-0.279947204	0.799837274
piR-dre-435605	-0.754724025	0.799837274
piR-dre-45235	-0.781041513	0.799837274
piR-dre-11493	0.460045869	0.801230418
piR-dre-590001	-0.664242755	0.801573425
piR-dre-846057	-0.485113356	0.801737963
piR-dre-670081	-0.659704633	0.801786667
piR-dre-44845	-0.810339768	0.802069085
piR-dre-1706	0.622101051	0.802225333
piR-dre-34916	-0.327482352	0.802697823
piR-dre-463997	0.750643195	0.802697823
piR-dre-19405	0.462680896	0.802697823
piR-dre-1849	-0.511593531	0.802697823
piR-dre-1850	-0.511593531	0.802697823
piR-dre-5460	-0.593018775	0.802697823
piR-dre-539360	0.574492448	0.802697823
piR-dre-610777	0.574492448	0.802697823
piR-dre-553972	-0.7784782	0.802697823
piR-dre-995128	0.735642764	0.802697823
piR-dre-60472	-0.875260018	0.802697823
piR-dre-58993	0.736260349	0.802697823
piR-dre-569100	-0.720409148	0.802697823
piR-dre-52274	-0.896023602	0.802697823
piR-dre-660154	-0.878131739	0.802697823
piR-dre-705310	-1.314366524	0.802697823
piR-dre-21583	-0.609695904	0.803365006
piR-dre-6829	0.351902061	0.803365006
piR-dre-39587	1.40950027	0.80431357
piR-dre-1302579	0.785168127	0.80431357
piR-dre-26033	0.226291975	0.804380414
piR-dre-31894	-0.544570396	0.804440285
piR-dre-460515	0.567252032	0.804440285
piR-dre-443590	-0.669296564	0.804440285
piR-dre-42151	-0.696497609	0.804440285
piR-dre-30073	0.808763112	0.804448255
piR-dre-443540	-0.505922653	0.804448255
piR-dre-45237	-0.480617839	0.804448255
piR-dre-39495	0.886056835	0.804448255
piR-dre-42643	-0.371286709	0.804448255
piR-dre-10070	0.376098996	0.804448255
piR-dre-1108969	-0.464960424	0.804448255
piR-dre-14545	0.710026414	0.804448255
piR-dre-13648	-0.580799075	0.804448255
piR-dre-71379	0.573519619	0.804448255
piR-dre-74845	-0.531019716	0.804448255
piR-dre-732914	-0.481385187	0.804448255
piR-dre-7920	-0.566715435	0.804448255
piR-dre-607660	-0.533454412	0.804448255
piR-dre-18840	1.136912853	0.804448255
piR-dre-539475	-0.710456819	0.804448255
piR-dre-55882	0.712222801	0.804448255
piR-dre-51774	-0.560805221	0.804448255
piR-dre-462397	-0.766351784	0.80448314
piR-dre-36205	-0.368870916	0.804958567
piR-dre-1080	-1.343806621	0.804958567
piR-dre-17320	-0.664519907	0.804958567
piR-dre-10639	0.436540631	0.806066482
piR-dre-12618	-0.658662482	0.806066482
piR-dre-73124	-0.711777459	0.806066482
piR-dre-77062	0.468513539	0.806066482
piR-dre-62176	-0.710571619	0.806066482
piR-dre-76414	-1.164206827	0.806066482
piR-dre-45828	1.162398093	0.806066482
piR-dre-39107	1.29502519	0.806066482
piR-dre-45968	-0.442311348	0.807069208
piR-dre-132325	-0.536192193	0.807069208
piR-dre-23122	-1.281789462	0.807069208
piR-dre-74745	-0.516401661	0.807069208
piR-dre-83106	0.782096192	0.807069208
piR-dre-208280	0.596869147	0.807758023
piR-dre-72493	-0.470416757	0.807758023
piR-dre-38138	-0.804225467	0.807901078
piR-dre-3470	0.66390916	0.808265387
piR-dre-28699	-1.076586005	0.808265387
piR-dre-44355	-0.442510518	0.808265387
piR-dre-1099782	0.574846558	0.808265387
piR-dre-55811	0.428391797	0.808265387
piR-dre-21401	0.706616583	0.808265387
piR-dre-16679	0.552830406	0.808265387
piR-dre-614763	0.797939621	0.808265387
piR-dre-572707	0.797939621	0.808265387
piR-dre-24111	0.361879386	0.808542806
piR-dre-60085	0.70509404	0.808542806
piR-dre-81561	-0.827859179	0.809419884
piR-dre-12923	0.50162992	0.809509958
piR-dre-72703	-0.393632884	0.809509958
piR-dre-544785	-0.399220462	0.809509958
piR-dre-48259	0.587027147	0.809509958
piR-dre-492379	-0.733848507	0.809509958
piR-dre-34569	-0.559304739	0.810160171
piR-dre-52829	-0.520715721	0.810160171
piR-dre-1851	-0.490882983	0.810201704
piR-dre-14861	0.490952818	0.810229042
piR-dre-586	0.450509015	0.810402303
piR-dre-45294	-0.510475049	0.810765007
piR-dre-675346	0.51597551	0.810995032
piR-dre-5746	0.385450706	0.810995032
piR-dre-56779	-0.411825844	0.811494143
piR-dre-13662	-1.094201422	0.811494143
piR-dre-75124	-0.797571714	0.812265482
piR-dre-57834	0.499874475	0.812265482
piR-dre-554945	-0.387231413	0.812265482
piR-dre-23486	-0.520067864	0.813390708
piR-dre-415996	0.419509442	0.813527307
piR-dre-8518	-1.004982471	0.813527307
piR-dre-521682	-0.58915051	0.813527307
piR-dre-187080	0.835610217	0.813527307
piR-dre-36153	-0.68197815	0.813594184
piR-dre-1132299	0.532208764	0.814104491
piR-dre-19105	-0.474651174	0.814104491
piR-dre-16629	-0.546553528	0.814104491
piR-dre-74839	0.528956093	0.814104491
piR-dre-54108	0.443866184	0.814104491
piR-dre-570642	-0.450808035	0.814104491
piR-dre-65391	0.961419299	0.814104491
piR-dre-1010583	-0.942691688	0.814224359
piR-dre-23458	0.408823544	0.814224359
piR-dre-69088	-0.513195023	0.814224359
piR-dre-66133	0.828595786	0.814380255
piR-dre-55896	-0.473764262	0.814380255
piR-dre-9597	-0.700805632	0.814873276
piR-dre-53010	-0.536052218	0.814873276
piR-dre-7031	-2.115553228	0.814873276
piR-dre-40929	0.353617245	0.814940144
piR-dre-1299277	-0.682930664	0.814940144
piR-dre-66013	-1.026057899	0.815021242
piR-dre-516340	-0.719291082	0.815558609
piR-dre-527638	-0.803399838	0.815591264
piR-dre-1021563	0.749370293	0.815657021
piR-dre-208013	0.55012758	0.815657021
piR-dre-603134	-0.512843093	0.815753789
piR-dre-836334	-0.668232334	0.815753789
piR-dre-45460	-0.812740078	0.815753789
piR-dre-437876	0.887027686	0.816523813
piR-dre-520247	-0.335070647	0.816830881
piR-dre-53452	-0.562734599	0.816830881
piR-dre-55319	0.774534718	0.816830881
piR-dre-607581	-0.716150435	0.816830881
piR-dre-41147	1.1646781	0.817149767
piR-dre-19311	0.680383115	0.817149767
piR-dre-133097	-0.689755189	0.817149767
piR-dre-144973	-0.590024674	0.817149767
piR-dre-28788	-0.610056189	0.817216975
piR-dre-366329	0.459541057	0.817654601
piR-dre-12520	-0.386755061	0.81782069
piR-dre-527616	0.576205773	0.818360703
piR-dre-51399	-0.51741486	0.818393464
piR-dre-616932	-0.565718205	0.818393464
piR-dre-34567	-0.536790678	0.818862522
piR-dre-25258	-0.452288173	0.818862522
piR-dre-39426	0.366852541	0.818862522
piR-dre-39372	-0.465864673	0.818862522
piR-dre-1100	-0.536790678	0.818862522
piR-dre-11860	0.553327202	0.818862522
piR-dre-11967	0.403412777	0.818862522
piR-dre-11275	-0.40040497	0.818862522
piR-dre-64578	0.326488951	0.818862522
piR-dre-84270	0.56554424	0.818862522
piR-dre-530860	-0.50422831	0.818862522
piR-dre-47829	0.532927373	0.818862522
piR-dre-503866	1.019050562	0.818862522
piR-dre-13962	-0.593809493	0.818862522
piR-dre-78946	-1.031762377	0.818862522
piR-dre-43564	-0.452686891	0.818862522
piR-dre-50938	-0.76077802	0.818862522
piR-dre-40868	-0.525858028	0.819270832
piR-dre-71711	0.824002784	0.819270832
piR-dre-41257	0.577865147	0.819270832
piR-dre-1184466	-1.323307717	0.819270832
piR-dre-133083	-0.599687083	0.819468008
piR-dre-51678	-0.429974222	0.819597165
piR-dre-1317388	-0.62401401	0.819597165
piR-dre-35064	-0.563677257	0.819808734
piR-dre-48677	-0.537502051	0.819808734
piR-dre-203266	0.619187612	0.819808734
piR-dre-31008	-0.275042131	0.820028217
piR-dre-41593	0.664569798	0.820028217
piR-dre-1279328	0.607141593	0.820859979
piR-dre-79961	-0.742509643	0.820978158
piR-dre-50283	-1.144598814	0.820978158
piR-dre-476463	0.48569201	0.821139133
piR-dre-47818	0.549133375	0.821280053
piR-dre-9546	-0.461811675	0.82135516
piR-dre-24458	-0.545814717	0.82135516
piR-dre-37683	0.575596988	0.82147921
piR-dre-46293	0.390239152	0.82147921
piR-dre-11117	-0.573272547	0.821498003
piR-dre-73300	-0.36251271	0.821535796
piR-dre-37892	-0.62646198	0.821748983
piR-dre-36331	0.616711548	0.821748983
piR-dre-46022	-0.424040484	0.821748983
piR-dre-42537	0.5046486	0.821748983
piR-dre-14695	-0.41409773	0.821748983
piR-dre-1414	-0.63040882	0.821748983
piR-dre-68118	-0.566243578	0.821748983
piR-dre-883386	-0.664425365	0.821748983
piR-dre-877788	0.500868462	0.821748983
piR-dre-9141	0.497742802	0.821748983
piR-dre-548067	1.135552145	0.821748983
piR-dre-540854	-0.526429685	0.821748983
piR-dre-60797	-0.872421969	0.821748983
piR-dre-56068	0.642475184	0.821748983
piR-dre-55457	0.68114313	0.821748983
piR-dre-56565	0.5046486	0.821748983
piR-dre-9727	-0.63484811	0.821748983
piR-dre-4562	-0.502127915	0.821748983
piR-dre-57351	0.634983895	0.821748983
piR-dre-42251	-0.680110511	0.821748983
piR-dre-43811	-0.736766951	0.821748983
piR-dre-34326	-2.11650901	0.821748983
piR-dre-59708	-0.657635237	0.821864703
piR-dre-593398	1.136428225	0.821864703
piR-dre-34268	0.53883688	0.822979176
piR-dre-56687	0.495004605	0.822979176
piR-dre-1029725	-0.529875458	0.822979176
piR-dre-12887	-0.435484836	0.822979176
piR-dre-50494	0.445321922	0.823434006
piR-dre-46004	-0.43393625	0.823594782
piR-dre-61332	-0.783292589	0.823594782
piR-dre-70044	-0.554963553	0.8240042
piR-dre-43972	0.460261386	0.825878435
piR-dre-15126	0.410510996	0.825878435
piR-dre-6225	-0.450976746	0.825878435
piR-dre-34753	0.455036822	0.826432064
piR-dre-14476	-0.384784715	0.82661444
piR-dre-1415	-0.623001664	0.82661444
piR-dre-131668	-0.65005484	0.826740546
piR-dre-131277	-0.600487351	0.827087231
piR-dre-7208	0.580753678	0.827087231
piR-dre-75164	0.451007608	0.827087231
piR-dre-902470	-0.569001599	0.827087231
piR-dre-7631	0.586955639	0.827087231
piR-dre-3237	-0.422017621	0.827597788
piR-dre-11019	-0.411390598	0.827597788
piR-dre-11044	0.531472459	0.827811476
piR-dre-498234	0.380072675	0.827811476
piR-dre-7918	-1.173779417	0.828249268
piR-dre-1200590	-0.608563509	0.828625797
piR-dre-133167	0.388314388	0.828625797
piR-dre-1280624	-0.477285396	0.828759905
piR-dre-39447	0.379072619	0.828765384
piR-dre-44829	-0.516012121	0.828888284
piR-dre-1294702	-0.556373744	0.828888284
piR-dre-20095	-0.501684958	0.828888284
piR-dre-14457	0.447260127	0.828888284
piR-dre-75326	0.784399329	0.828888284
piR-dre-62473	-0.653082503	0.828888284
piR-dre-23725	-1.121567528	0.828888284
piR-dre-34568	0.501058735	0.829344727
piR-dre-374951	0.570966021	0.829344727
piR-dre-32467	0.575356006	0.829344727
piR-dre-317747	-0.917859407	0.829344727
piR-dre-445071	0.422027156	0.829344727
piR-dre-46785	-0.516385518	0.829344727
piR-dre-38465	0.721114052	0.829344727
piR-dre-1136908	0.564869142	0.829344727
piR-dre-2468	0.634974384	0.829344727
piR-dre-74029	0.566681227	0.829344727
piR-dre-86150	-0.647457336	0.829344727
piR-dre-76814	0.697683265	0.829344727
piR-dre-523752	0.457813266	0.829344727
piR-dre-501513	0.422027156	0.829344727
piR-dre-573365	0.576299202	0.829344727
piR-dre-5615	-1.245025961	0.829344727
piR-dre-49945	0.708545673	0.829344727
piR-dre-4381	0.508389261	0.830221693
piR-dre-13844	-0.364191061	0.830221693
piR-dre-999931	-0.517800141	0.830221693
piR-dre-900907	-0.527380672	0.830221693
piR-dre-54747	0.430884431	0.830221693
piR-dre-415952	-0.444451705	0.830244793
piR-dre-1541	-0.320802403	0.830248384
piR-dre-39824	-1.026137651	0.830596647
piR-dre-108207	-0.455211556	0.830596647
piR-dre-13935	-0.494160121	0.830596647
piR-dre-68936	-0.412925147	0.830596647
piR-dre-66970	-0.36417698	0.830596647
piR-dre-8923	-0.437080701	0.830596647
piR-dre-60988	0.650419346	0.830596647
piR-dre-1199901	0.673555427	0.830786821
piR-dre-45849	-1.030811237	0.830786821
piR-dre-1292385	0.743830069	0.830794921
piR-dre-75298	0.451870734	0.830794921
piR-dre-76692	-0.665118881	0.830794921
piR-dre-6814	-0.820421196	0.830794921
piR-dre-50006	-0.549201642	0.831109804
piR-dre-1194477	-0.545155241	0.831201308
piR-dre-1274	0.557086042	0.831201308
piR-dre-34454	-0.555829599	0.831964447
piR-dre-445636	0.298233779	0.831964447
piR-dre-414505	0.634647519	0.831964447
